GREasting,GRNorthing,NumberofVehicles,Time,1st_Road,Road_Surface,LightingConditions,WeatherConditions,TypeofVehicle,CasualtyClass,Sex,Age,Severity
831,322,4,403,2,0,2,1,0,0,0,19,2
1487,440,1,1230,10,0,5,1,0,1,1,89,2
1031,635,2,1200,19,0,5,1,0,0,0,26,1
290,152,1,1230,15,0,5,3,0,2,0,12,1
290,152,1,1230,15,0,5,3,0,2,0,10,1
1334,664,2,1251,51,0,5,1,0,2,0,9,2
1334,664,2,1251,51,0,5,1,0,2,1,8,2
67,1416,2,1320,37,0,5,1,0,0,0,71,2
67,1416,2,1320,37,0,5,1,0,2,0,77,2
698,947,1,1514,25,0,5,1,14,1,1,27,2
600,477,2,1940,51,0,2,1,5,0,1,53,2
1250,827,1,2040,34,0,2,1,0,1,1,9,2
1533,1564,2,1245,51,0,5,1,11,0,1,42,2
1337,208,2,635,11,0,2,1,10,0,1,59,1
801,1220,3,730,5,0,1,1,14,0,1,23,2
560,521,2,750,39,0,5,1,0,2,0,24,2
993,927,6,1030,2,0,5,1,0,0,1,18,2
993,927,6,1030,2,0,5,1,0,2,1,17,2
283,806,2,1258,16,0,5,1,0,0,0,29,2
283,806,2,1258,16,0,5,1,0,2,1,32,2
197,1031,2,800,22,0,5,1,11,0,1,14,2
1350,1304,3,708,51,0,1,1,0,0,0,21,2
385,1154,1,1000,51,0,5,1,0,1,0,35,2
260,1205,2,1700,17,0,1,1,11,0,1,51,2
1204,926,1,1500,43,0,5,1,14,2,0,1,2
1010,410,2,540,11,3,2,1,11,0,1,29,2
305,426,3,1124,6,3,5,5,0,0,0,20,2
654,655,1,1455,3,3,5,5,0,1,0,52,1
815,794,1,1522,51,3,5,5,13,1,1,19,2
298,836,2,1543,51,0,5,1,0,0,0,31,2
1066,1005,2,1625,51,3,5,1,9,0,1,24,2
1450,212,2,1640,51,3,5,5,13,0,1,35,2
458,300,2,1716,6,0,2,1,0,2,0,20,2
458,300,2,1716,6,0,2,1,0,2,0,26,2
296,1337,2,1730,7,3,1,1,9,0,1,20,2
610,18,2,1032,51,0,5,1,0,0,1,46,2
262,967,5,1440,51,0,5,1,13,0,1,35,2
609,228,3,1549,19,0,5,1,0,2,1,9,2
1529,1544,1,1620,51,0,5,1,0,1,1,4,2
460,138,2,30,51,0,2,1,0,0,0,33,2
1029,337,2,1130,51,0,5,1,11,0,1,21,2
36,1449,2,1237,17,0,5,1,11,0,1,39,2
1275,754,2,1550,12,0,5,1,14,2,0,11,2
1005,590,2,1600,19,0,5,1,14,2,0,20,2
1126,943,1,1930,51,0,1,1,0,1,1,4,2
728,305,2,1200,51,0,5,1,0,0,1,58,2
574,121,1,1559,19,0,5,1,0,0,1,51,2
574,121,1,1559,19,0,5,1,0,2,0,60,2
742,286,1,1812,51,0,1,1,6,1,0,5,2
20,1484,1,945,51,0,5,1,5,0,1,17,2
343,528,1,1733,51,0,1,1,0,1,1,31,1
931,381,2,1853,5,0,1,1,0,2,0,27,2
931,381,2,1853,5,0,1,1,0,0,0,23,2
931,381,2,1853,5,0,1,1,0,2,0,20,2
1313,531,2,1919,51,0,1,1,9,0,1,17,2
103,504,2,1025,51,0,5,1,0,0,1,76,2
665,529,2,1610,51,0,5,1,11,0,1,22,2
669,1363,2,1525,7,0,5,1,0,0,0,44,2
759,657,1,2350,51,0,2,1,0,1,0,44,1
295,1323,1,535,51,0,2,1,9,0,1,18,1
515,1111,1,740,25,0,5,1,0,0,1,19,2
400,269,3,830,50,0,5,1,0,0,1,53,2
400,269,3,830,50,0,5,1,0,0,0,36,2
400,269,3,830,50,0,5,1,0,0,1,41,2
593,550,3,1100,2,0,5,1,0,0,0,23,2
1272,1001,2,1830,51,0,1,1,11,0,0,58,2
338,1076,2,1200,42,0,5,1,15,2,0,25,2
54,1432,2,1330,17,0,5,1,0,0,0,22,2
566,344,2,1751,15,0,1,1,10,0,1,29,2
1385,37,2,1750,49,0,1,1,0,2,1,51,2
722,656,1,1755,51,0,1,1,0,1,1,45,2
1553,1380,4,1010,0,0,5,1,0,0,1,71,2
1553,1380,4,1010,0,0,5,1,0,2,1,38,2
1422,172,3,1050,14,0,5,1,0,0,1,53,2
1422,172,3,1050,14,0,5,1,0,0,0,25,2
1552,1048,2,1145,27,0,5,1,11,0,1,36,1
371,1330,2,1035,7,0,5,1,0,2,0,9,2
821,294,2,1120,51,0,5,1,0,2,0,6,2
1321,1260,6,1320,51,0,5,1,0,0,0,70,2
1321,1260,6,1320,51,0,5,1,0,0,1,38,2
1321,1260,6,1320,51,0,5,1,0,2,0,51,2
899,832,2,1403,51,0,5,1,11,0,1,26,2
1042,665,1,1300,51,0,5,1,14,2,0,35,2
994,1327,1,1600,51,0,5,1,0,1,1,9,1
755,275,2,1700,19,0,1,1,0,0,1,18,2
755,275,2,1700,19,0,1,1,0,2,0,18,2
386,1331,2,2145,7,0,2,1,11,0,1,56,2
67,1417,1,2253,17,0,2,1,0,1,0,45,2
227,498,2,2325,51,0,2,1,0,0,0,19,2
1083,474,2,905,10,0,5,1,0,0,0,38,2
1083,474,2,905,10,0,5,1,0,0,1,57,2
1239,925,1,1215,51,0,5,1,9,0,1,21,2
1540,221,2,1615,21,0,5,1,0,0,0,19,2
1540,221,2,1615,21,0,5,1,0,0,0,44,2
1540,221,2,1615,21,0,5,1,0,2,0,6,2
1540,221,2,1615,21,0,5,1,0,2,1,9,2
1540,221,2,1615,21,0,5,1,0,2,1,49,2
1289,687,1,1621,51,0,5,1,0,1,0,6,2
902,356,1,1724,50,0,1,1,9,0,1,57,1
255,1313,3,1255,7,0,5,1,0,0,1,54,2
1374,325,1,650,48,0,1,1,0,0,1,32,2
184,160,2,1100,18,0,5,1,10,0,1,74,2
556,533,3,1445,39,0,5,1,0,0,1,57,2
813,1370,1,1536,5,0,5,1,0,1,1,70,2
668,280,1,1550,51,0,5,1,15,1,1,6,2
1206,48,2,1817,49,0,1,1,0,0,1,30,2
1430,1478,2,851,51,0,5,1,0,0,0,70,2
423,1401,2,1620,51,0,5,1,0,2,1,9,2
423,1401,2,1620,51,0,5,1,0,2,0,70,2
35,776,4,1700,16,0,1,1,0,0,1,39,2
1314,987,2,1229,51,0,5,1,15,2,0,41,2
468,362,2,1500,8,0,5,1,0,2,0,7,2
1038,648,2,1536,19,0,5,1,14,2,0,21,2
588,8,2,1900,51,0,1,1,0,0,1,25,2
287,1374,1,1102,51,0,5,1,0,1,1,15,1
1228,729,1,1830,51,0,1,1,0,1,1,54,2
360,99,2,2120,51,3,2,1,0,0,1,26,2
360,99,2,2120,51,3,2,1,0,0,1,60,2
830,316,2,2342,51,3,2,5,11,0,1,24,2
769,1381,1,2343,7,0,2,1,0,2,1,12,2
941,875,2,1313,51,0,5,1,0,0,0,49,2
865,595,1,1600,51,0,5,1,14,1,0,45,2
405,1285,3,1625,25,0,5,1,0,2,0,56,2
1288,764,2,2145,12,0,2,1,0,0,0,26,2
965,915,2,1454,51,0,5,1,0,0,1,24,2
158,1298,2,1545,7,0,5,1,0,2,1,20,2
1382,1106,1,1816,51,0,1,1,14,2,0,47,2
74,992,1,1945,7,3,1,5,0,0,1,20,2
961,1364,2,2047,51,0,1,1,0,0,1,20,2
1292,24,1,2210,49,3,2,5,0,2,0,36,2
590,545,2,2312,2,3,2,1,0,2,0,15,2
590,545,2,2312,2,3,2,1,0,2,0,43,2
1048,920,2,1130,51,0,5,1,0,2,0,26,2
606,571,3,1300,2,0,5,1,0,2,0,40,2
606,571,3,1300,2,0,5,1,0,0,1,63,2
10,1495,3,1040,17,0,5,1,0,0,0,81,1
451,866,2,750,17,0,5,1,11,0,1,42,2
97,1170,5,1715,7,0,1,1,0,0,0,49,2
1264,778,2,1015,43,0,5,1,12,2,0,81,2
419,652,2,2107,16,0,1,1,0,0,0,24,2
419,652,2,2107,16,0,1,1,0,0,1,33,2
483,256,2,2119,6,0,2,1,9,0,1,19,2
1446,643,2,1442,7,0,5,1,0,0,1,77,2
316,1080,3,1640,42,0,5,1,0,0,0,64,2
316,1080,3,1640,42,0,5,1,0,2,0,62,2
316,1080,3,1640,42,0,5,1,0,0,1,65,2
1328,986,2,2313,51,0,2,1,0,0,1,37,2
1501,400,1,815,36,0,5,1,0,0,1,20,2
98,504,2,1539,51,0,5,1,13,1,0,18,2
1254,1527,1,1550,24,0,5,1,8,1,0,57,0
1330,140,2,2050,20,0,2,1,0,2,1,49,2
1330,140,2,2050,20,0,2,1,0,2,0,25,2
1330,140,2,2050,20,0,2,1,0,2,0,7,2
440,1266,2,903,25,0,5,1,11,0,1,26,2
319,1079,2,1150,42,0,5,1,15,0,1,52,2
319,1079,2,1150,42,0,5,1,15,2,1,31,2
319,1079,2,1150,42,0,5,1,0,2,0,37,2
1234,1133,1,1920,2,0,1,1,14,2,0,3,2
520,852,2,1910,51,0,1,1,14,2,1,60,2
1096,235,2,1645,51,0,5,1,9,0,1,28,2
423,1279,2,1711,25,0,1,1,11,0,1,33,2
680,619,3,1605,51,0,5,1,0,0,0,27,2
973,780,1,1847,51,0,1,1,14,1,1,24,2
503,863,2,450,51,0,1,1,11,0,1,41,2
1485,443,2,1100,10,0,5,1,10,0,1,62,1
1485,443,2,1100,10,0,5,1,10,2,0,55,2
1340,1456,2,1410,51,0,5,1,0,0,1,42,2
259,1316,2,705,7,0,1,1,0,0,1,23,2
1481,441,2,1702,10,0,1,1,4,0,1,56,1
984,1022,2,1709,51,0,1,1,0,0,0,34,2
984,1022,2,1709,51,0,1,1,0,2,0,15,2
984,1022,2,1709,51,0,1,1,0,0,1,25,2
1416,125,2,1830,11,0,1,1,10,0,1,37,2
1416,125,2,1830,11,0,1,1,10,2,0,35,2
472,1182,1,1031,25,0,5,1,15,2,1,63,2
767,506,1,1600,51,0,5,1,0,1,0,24,2
1276,535,2,1645,51,0,5,1,0,2,1,42,2
1276,535,2,1645,51,0,5,1,0,2,0,13,2
137,1287,2,1650,7,0,2,1,0,2,1,20,2
640,646,2,835,17,0,5,1,11,0,1,33,2
284,187,2,741,51,0,5,1,0,0,0,30,2
1257,79,2,730,51,0,1,1,11,0,1,13,1
456,510,2,1550,39,0,5,1,15,1,1,13,2
1184,1339,2,1918,51,0,1,1,0,0,0,50,2
613,1425,2,816,51,3,5,1,11,0,1,33,2
1162,56,2,831,49,0,5,1,0,0,1,51,2
1162,56,2,831,49,0,5,1,0,0,1,39,2
700,944,1,1300,25,0,5,1,14,2,0,75,2
393,492,2,1641,51,0,5,1,11,0,1,38,2
724,502,2,1900,51,0,1,1,0,0,1,27,2
826,737,1,1910,25,0,1,1,14,2,0,41,2
1453,391,1,2230,51,0,0,1,0,0,1,18,2
1453,391,1,2230,51,0,0,1,0,2,0,19,2
1453,391,1,2230,51,0,0,1,0,2,1,18,2
1453,391,1,2230,51,0,0,1,0,2,0,17,2
1208,725,2,805,51,0,5,1,15,0,1,34,2
122,1511,2,906,51,0,5,1,6,0,0,48,2
1298,19,2,1020,49,0,5,1,13,0,1,56,2
983,793,2,902,5,0,5,1,14,2,0,51,2
94,769,2,1457,51,0,5,1,0,0,0,57,2
1199,901,2,1624,51,0,5,1,0,0,1,29,2
1199,901,2,1624,51,0,5,1,0,2,0,2,2
1199,901,2,1624,51,0,5,1,0,2,1,1,2
1199,901,2,1624,51,0,5,1,0,0,1,28,2
381,1284,2,954,51,0,5,1,0,0,0,62,2
1006,1118,1,1652,51,0,5,1,0,1,1,4,0
1104,1002,2,100,2,3,2,1,0,2,0,18,2
101,1444,3,1500,51,0,5,1,0,0,0,21,2
101,1444,3,1500,51,0,5,1,0,2,0,20,2
1023,420,2,1949,5,0,1,1,10,0,1,17,1
771,602,1,2142,51,0,2,1,15,1,0,38,2
149,143,2,315,18,0,2,1,0,0,0,21,2
441,1013,1,2000,51,0,1,1,15,2,0,20,2
269,587,2,1440,51,0,5,1,10,0,1,21,1
709,719,1,2135,3,0,2,1,0,0,1,31,2
1011,851,2,2200,51,0,1,1,0,0,1,31,2
1122,1066,2,6,2,0,2,1,0,0,1,21,2
199,1389,2,825,51,0,5,1,0,1,0,50,2
744,512,2,830,51,0,5,1,11,0,1,29,2
1078,775,2,930,51,0,5,1,0,2,0,55,1
1211,1377,1,1530,51,0,5,1,13,1,1,40,1
38,1551,1,1510,46,0,5,1,0,1,0,11,1
17,1486,1,1800,17,0,1,1,10,0,1,19,2
1423,904,1,1620,51,0,5,1,14,2,0,87,2
757,998,2,1935,51,0,1,1,11,0,1,8,2
735,1033,2,134,51,0,2,1,0,0,1,26,2
348,1319,2,750,51,0,5,1,0,0,1,25,2
812,130,2,1125,51,3,5,1,9,0,1,19,2
1155,254,2,1227,5,0,5,1,14,2,1,82,2
676,709,1,1516,51,0,5,1,0,0,0,63,2
200,1020,1,1531,22,0,5,1,14,2,0,74,2
206,979,2,2100,51,0,1,1,9,0,0,29,2
271,847,2,753,51,0,5,1,11,0,1,10,2
1439,803,1,1025,51,0,5,1,0,1,0,86,2
842,495,2,1540,19,0,5,1,0,0,1,26,2
933,896,2,1650,2,0,5,1,4,0,1,47,2
1160,638,1,1540,12,0,5,1,14,2,1,1,2
664,236,1,1755,51,0,1,1,0,2,1,1,2
625,444,2,1745,51,0,1,1,4,0,1,40,1
309,1261,2,2036,51,0,1,1,0,0,1,24,2
872,964,2,816,51,0,5,1,5,0,0,23,2
250,1316,2,746,51,0,5,1,11,0,1,29,2
453,672,2,915,16,0,5,1,14,2,0,18,2
453,672,2,915,16,0,5,1,14,2,0,38,2
352,570,2,1425,51,0,5,1,0,0,1,48,2
1106,61,2,1710,51,0,1,1,0,0,0,23,2
60,1245,1,1832,51,0,1,1,0,1,1,11,2
511,1232,1,1840,51,0,1,1,0,2,1,16,2
511,1232,1,1840,51,0,1,1,0,2,0,47,2
1101,1069,2,1915,51,0,1,1,0,0,0,49,2
1140,148,1,2040,48,0,1,1,0,0,1,67,2
361,620,1,1850,51,0,1,1,14,2,0,48,2
1505,301,2,1351,51,0,5,1,0,2,1,11,2
617,436,2,2050,51,0,1,1,0,0,1,21,1
861,72,2,610,49,0,1,1,0,0,0,39,2
88,1439,1,2030,23,0,1,1,0,1,1,24,2
1245,207,1,802,5,0,5,1,10,0,1,54,2
1356,1150,2,1455,51,0,5,1,0,0,0,29,2
1109,1017,1,1440,2,0,5,1,0,1,1,79,1
1346,31,3,1725,49,0,1,1,0,0,1,29,2
530,1108,2,1822,51,0,1,1,11,0,1,42,2
489,1157,2,1846,25,0,1,1,11,0,1,48,2
322,1059,2,1220,42,0,5,1,0,0,1,20,2
1415,104,2,1955,14,0,1,1,0,0,0,24,2
1415,104,2,1955,14,0,1,1,0,0,1,49,2
240,1230,2,615,51,0,1,1,11,0,1,58,1
1056,416,2,655,51,0,1,1,10,0,1,23,2
470,770,3,1255,51,0,5,1,5,0,0,18,2
1518,293,2,1500,36,0,5,1,11,0,1,13,2
66,1242,2,750,51,0,5,1,0,2,0,9,2
1172,1131,1,745,2,0,5,1,0,1,1,16,2
389,423,2,1527,51,0,5,1,0,0,0,24,1
1130,1032,1,1714,51,0,1,1,11,2,0,30,2
478,1178,2,1534,51,0,5,1,11,0,1,57,2
1203,42,2,1850,49,0,1,1,0,0,0,24,2
727,296,1,2140,51,0,1,1,12,0,1,38,2
1241,1346,2,2116,51,0,1,1,10,0,1,52,1
213,1350,1,738,51,0,5,1,0,1,0,83,1
226,497,2,2105,51,0,1,1,9,0,1,16,1
240,798,1,1212,51,0,5,1,14,2,0,61,2
519,218,2,1832,6,0,1,1,0,0,0,62,1
519,218,2,1832,6,0,1,1,0,2,0,39,2
1089,248,2,1530,51,0,5,1,9,0,1,27,2
536,762,2,1005,17,0,5,1,0,0,0,31,2
1152,1127,2,1120,43,0,5,1,15,2,0,54,2
157,736,2,1100,51,0,5,1,0,0,0,42,2
1348,1271,4,1810,51,3,1,5,9,0,1,43,2
353,677,1,1705,51,3,1,1,14,2,0,49,2
574,122,1,2025,19,3,1,1,0,0,1,21,2
1559,363,2,718,10,3,1,1,13,0,1,23,2
932,464,1,820,19,3,5,5,15,1,1,12,2
773,1100,2,838,51,3,5,5,11,0,1,24,2
265,509,1,912,39,3,5,5,14,1,1,67,2
0,1500,1,1100,51,3,5,4,0,0,1,27,2
413,380,4,1600,2,0,5,1,0,0,1,49,2
413,380,4,1600,2,0,5,1,11,0,1,54,2
718,686,2,1650,2,0,5,1,10,0,1,54,2
1499,1554,2,330,48,0,0,1,0,0,1,58,2
370,407,1,1033,51,0,5,1,9,1,1,33,2
798,94,2,1554,20,3,5,5,15,0,1,33,2
877,109,2,1615,51,3,5,1,0,0,1,21,2
565,220,2,1630,6,3,5,5,0,0,1,52,2
239,800,1,1719,51,3,1,5,0,1,0,14,1
459,1226,2,1800,25,3,1,5,11,0,1,37,2
280,1272,2,1825,51,0,1,1,0,0,0,26,2
1145,272,1,1925,11,3,1,5,0,2,0,19,1
1145,272,1,1925,11,3,1,5,0,0,1,20,2
1145,272,1,1925,11,3,1,5,0,2,0,17,2
1145,272,1,1925,11,3,1,5,0,2,0,17,2
1145,272,1,1925,11,3,1,5,0,2,0,19,2
232,146,2,610,51,0,1,1,0,0,1,58,2
232,146,2,610,51,0,1,1,13,0,1,26,2
597,472,2,630,51,0,1,1,11,0,1,40,2
1262,435,2,1030,10,0,5,1,0,0,0,28,2
1262,435,2,1030,10,0,5,1,0,2,0,65,2
626,1197,2,1454,51,0,5,1,0,0,1,84,2
1138,939,1,1520,51,0,5,1,9,1,0,7,1
1272,1001,2,1535,51,0,5,1,9,0,1,25,1
1347,185,1,1817,51,0,1,1,13,1,1,37,2
333,57,2,2040,51,0,1,1,9,0,1,42,2
1297,117,1,2257,20,3,2,5,0,0,1,26,1
962,704,2,2345,5,3,1,1,10,0,1,27,2
272,1437,2,654,25,3,1,1,11,0,1,48,1
432,1141,1,5,51,0,1,1,15,2,0,20,2
186,264,1,1330,51,3,5,5,0,1,0,43,1
186,264,1,1330,51,3,5,5,0,1,0,43,1
473,1119,2,715,51,0,1,1,0,2,0,22,2
1410,881,1,1510,7,3,5,5,14,2,0,78,2
1484,537,2,1106,14,0,5,1,9,0,1,22,1
1430,1478,2,1414,2,0,5,1,0,0,1,69,2
1430,1478,2,1414,2,0,5,1,0,2,0,60,2
1247,841,2,1825,51,0,1,1,0,0,1,19,2
1388,35,2,1925,49,0,1,1,0,0,0,38,2
817,770,2,1315,25,0,5,1,14,2,1,81,1
1112,1036,2,1555,51,0,5,1,0,0,0,42,2
1112,1036,2,1555,51,0,5,1,0,2,0,14,2
953,815,2,1705,51,0,1,1,0,0,0,20,2
495,70,3,848,49,0,5,1,0,0,0,39,2
495,70,3,848,49,0,5,1,3,0,1,33,1
949,1395,2,917,5,0,5,1,0,2,0,25,2
667,374,2,1011,51,0,5,1,13,0,1,50,1
444,1259,2,1730,51,0,1,1,10,0,1,72,2
1129,1162,3,1815,51,0,1,1,0,0,0,40,2
720,154,2,812,51,0,5,1,11,0,1,44,2
196,745,2,920,16,0,5,1,0,0,1,54,2
196,745,2,920,16,0,5,1,0,2,1,18,2
507,65,2,1500,49,0,5,1,0,0,1,26,2
794,630,2,1503,51,0,5,1,14,2,0,68,2
794,630,2,1503,51,0,5,1,14,2,0,25,2
564,814,2,1835,51,0,1,1,0,0,0,22,1
564,814,2,1835,51,0,1,1,0,2,0,22,1
383,1329,2,2030,25,0,1,1,11,0,0,30,1
365,616,2,839,51,0,5,1,5,0,1,18,2
756,1223,1,1531,51,0,5,1,0,1,1,12,2
1428,38,2,1745,49,0,1,1,0,0,1,45,2
1108,1174,2,1805,51,0,1,1,0,2,0,1,2
1394,164,3,1700,20,0,1,1,10,0,1,59,2
143,1300,2,2000,17,0,1,1,11,0,1,30,2
21,1473,2,2110,38,0,1,1,0,0,0,18,2
898,969,3,1200,51,0,5,1,0,0,1,43,2
734,1227,1,1245,51,0,5,1,9,0,1,29,2
1364,928,1,1721,12,0,1,1,12,1,1,12,2
689,962,1,2322,25,0,2,1,15,1,1,19,1
119,1190,1,2300,22,3,2,1,15,1,0,65,2
946,610,1,450,51,0,1,1,10,1,1,27,2
924,504,1,1720,51,0,1,1,14,2,1,18,2
270,1436,2,1310,51,0,5,1,11,0,1,49,1
1362,1217,1,2230,51,3,2,1,0,1,1,48,2
552,1006,2,1345,51,0,5,1,11,0,1,21,2
663,468,2,750,51,0,5,1,0,2,1,34,2
1266,750,1,943,51,0,5,1,0,1,0,27,1
836,586,1,1524,51,0,5,1,14,2,1,74,2
1340,1457,2,725,51,0,1,1,0,0,0,29,2
731,349,3,1048,51,0,5,1,11,0,1,19,2
1077,1003,1,1609,51,0,5,1,0,1,1,3,2
299,839,3,1800,51,0,1,1,0,0,0,24,2
435,1375,1,1600,51,0,5,1,0,1,0,11,2
246,797,1,1220,51,0,5,1,0,1,0,18,2
823,669,1,1310,51,0,5,1,0,0,0,37,2
823,669,1,1310,51,0,5,1,0,1,1,30,2
991,807,2,1516,51,0,5,1,15,2,0,36,2
418,651,2,1440,16,0,5,1,9,0,0,39,2
1318,720,2,1520,10,0,5,1,14,2,0,66,2
576,1293,2,1930,51,0,1,1,9,0,1,22,2
601,566,2,1130,51,0,5,1,14,2,0,70,2
601,566,2,1130,51,0,5,1,0,2,0,38,2
601,566,2,1130,51,0,5,1,0,0,1,38,2
1301,216,2,1325,11,0,5,1,0,2,0,8,2
828,684,1,1347,51,0,5,1,14,2,1,79,1
886,649,1,1430,51,0,5,1,14,1,1,51,2
1235,1320,2,1300,51,0,5,1,14,2,0,32,2
1235,1320,2,1300,51,0,5,1,14,2,1,6,2
1235,1320,2,1300,51,0,5,1,14,2,0,33,2
1413,309,2,1325,48,0,5,1,0,0,1,58,1
1413,309,2,1325,48,0,5,1,0,2,0,60,1
1413,309,2,1325,48,0,5,1,13,0,1,32,2
1413,309,2,1325,48,0,5,1,13,2,1,7,2
1413,309,2,1325,48,0,5,1,13,2,0,3,2
1447,209,3,1430,51,0,5,1,0,2,0,35,2
1447,209,3,1430,51,0,5,1,0,2,0,36,2
1447,209,3,1430,51,0,5,1,0,0,0,52,2
1514,1566,2,1200,0,0,5,1,0,0,0,29,2
1260,959,1,2115,51,0,1,1,11,0,1,39,2
908,370,2,1007,5,3,5,5,13,0,1,62,2
576,1282,1,930,51,0,5,1,0,1,0,80,2
1210,917,2,1731,51,0,1,1,0,0,0,29,2
716,401,2,1750,50,3,1,5,0,0,1,29,2
716,401,2,1750,50,3,1,5,0,0,0,38,2
344,1302,1,1455,51,3,5,4,0,1,0,12,2
528,781,3,858,17,0,5,0,11,0,1,45,1
665,1004,2,755,25,3,5,5,11,0,1,51,1
561,514,2,1120,39,3,5,4,15,0,1,22,2
98,1451,2,1620,23,3,5,5,9,0,1,54,1
518,1208,2,1020,51,0,5,1,11,0,0,53,2
804,966,2,1050,51,3,5,4,11,0,0,23,2
325,111,1,1520,32,0,5,1,0,1,1,12,2
214,13,3,1650,30,0,5,1,0,0,0,23,2
214,13,3,1650,30,0,5,1,0,2,1,2,2
1060,483,1,2220,5,0,2,1,0,1,1,32,1
1500,931,2,1018,51,3,5,5,0,0,0,49,1
930,466,2,1324,5,0,5,1,0,2,1,22,2
1181,98,3,1925,48,3,1,1,0,0,1,23,2
1181,98,3,1925,48,3,1,1,0,2,0,24,2
1018,274,2,1340,51,0,5,1,0,0,0,22,2
1018,274,2,1340,51,0,5,1,0,0,0,35,2
170,1089,2,1647,22,0,5,1,0,0,0,37,2
170,1089,2,1647,22,0,5,1,0,2,1,25,2
170,1089,2,1647,22,0,5,1,0,0,1,36,2
170,1089,2,1647,22,0,5,1,0,2,1,6,2
1227,1250,7,1652,51,0,5,1,0,2,0,14,2
70,1454,1,1600,51,0,5,1,10,0,1,50,1
237,1336,2,1540,51,0,5,1,11,0,1,12,2
1381,1258,2,1400,7,0,5,1,0,0,1,58,2
1386,832,1,1845,51,0,1,1,0,1,1,8,1
48,1427,1,1630,23,0,5,1,0,1,1,13,2
1156,1121,2,140,2,0,2,1,0,0,1,39,2
254,1507,2,1634,25,0,5,1,9,0,1,17,1
161,1296,2,639,7,0,1,1,0,0,1,20,2
684,247,2,850,19,0,5,1,11,0,1,17,2
99,1115,1,2141,41,0,2,1,0,0,0,35,2
887,650,1,1318,51,0,5,1,14,1,1,73,1
660,188,2,1513,51,0,5,1,11,0,1,12,2
1551,360,1,1530,10,0,5,1,10,2,0,32,2
712,613,2,1330,51,0,5,1,0,0,0,20,2
1058,198,2,1845,51,0,1,1,0,0,1,31,2
1088,799,3,2042,51,0,1,1,0,0,1,25,2
1105,1138,2,1443,51,0,5,1,11,0,1,6,1
1145,1136,2,1450,43,0,5,1,11,0,1,12,1
1117,1172,2,2105,51,0,2,1,0,0,0,51,2
825,695,1,2256,51,0,2,1,14,1,1,40,2
1535,107,1,205,21,0,1,1,0,0,0,21,2
886,949,2,935,51,0,5,1,11,0,1,37,2
288,90,2,1330,18,0,5,1,0,0,0,22,2
145,788,5,1735,16,0,1,1,0,2,0,16,2
1277,760,2,1115,12,0,5,1,14,2,1,49,2
1277,760,2,1115,12,0,5,1,14,2,0,54,2
1277,760,2,1115,12,0,5,1,14,2,0,32,2
1277,760,2,1115,12,0,5,1,14,2,0,28,2
28,1471,5,1220,17,0,5,1,0,0,1,18,2
28,1471,5,1220,17,0,5,1,0,2,1,73,2
699,947,2,845,25,0,5,1,11,0,0,28,2
1110,972,2,1630,51,0,5,1,11,0,1,6,2
799,147,3,2345,51,0,2,1,0,0,0,58,2
1311,777,2,900,12,0,5,1,11,0,1,64,2
317,1187,2,1540,51,0,5,1,0,0,0,24,2
139,1405,2,914,51,0,5,1,0,0,1,39,2
1214,767,2,1317,51,0,5,1,0,0,1,45,2
308,1341,1,1430,7,0,5,1,0,1,1,25,2
308,1341,1,1430,7,0,5,1,0,2,0,59,2
171,1516,1,1640,25,0,5,1,0,1,0,18,0
171,1516,1,1640,25,0,5,1,0,2,1,31,2
469,365,2,1822,8,0,1,1,0,0,0,50,2
549,43,4,1841,18,0,1,1,0,0,0,48,2
810,588,1,505,51,0,1,1,9,0,1,24,1
900,714,2,1300,51,0,5,1,0,0,0,33,2
907,371,2,1415,5,0,5,1,0,0,0,36,2
907,371,2,1415,5,0,5,1,0,2,0,18,2
455,1472,3,1625,51,3,5,1,13,0,1,39,2
264,505,5,1834,7,3,1,5,0,0,1,19,1
264,505,5,1834,7,3,1,5,0,2,1,18,2
264,505,5,1834,7,3,1,5,0,2,0,17,2
264,505,5,1834,7,3,1,5,0,2,0,19,2
264,505,5,1834,7,3,1,5,0,2,1,25,1
264,505,5,1834,7,3,1,5,0,2,0,20,2
64,1420,2,1830,17,3,1,5,11,0,1,44,1
93,1479,2,1857,51,3,1,5,0,0,0,52,2
93,1479,2,1857,51,3,1,5,0,2,1,33,2
93,1479,2,1857,51,3,1,5,0,0,0,50,2
93,1479,2,1857,51,3,1,5,0,2,0,16,2
93,1479,2,1857,51,3,1,5,0,2,0,16,2
93,1479,2,1857,51,3,1,5,0,2,0,16,2
707,1038,1,2205,51,0,2,1,0,1,1,44,2
308,206,2,1610,50,0,5,1,0,0,1,32,2
308,206,2,1610,50,0,5,1,0,2,0,28,2
204,186,2,1715,8,0,1,1,0,2,1,36,2
204,186,2,1715,8,0,1,1,0,2,0,34,1
204,186,2,1715,8,0,1,1,0,2,0,1,2
1360,1441,2,2200,51,0,0,1,0,0,1,81,1
1102,87,2,2200,51,0,2,1,0,0,0,53,2
1057,718,2,2318,51,0,2,1,0,2,0,83,2
782,810,2,59,25,0,2,1,0,0,1,71,2
782,810,2,59,25,0,2,1,0,2,0,61,2
782,810,2,59,25,0,2,1,0,2,1,60,1
782,810,2,59,25,0,2,1,0,2,0,33,2
782,810,2,59,25,0,2,1,0,2,1,41,2
