0,1,y
-1.12626867,-0.865435397,2
0.560313891,-1.552295015,2
0.572803588,-1.518567916,2
3.458402282,0.40182004,2
-1.028364521,-0.284046342,2
-1.102579065,-0.642773045,3
-1.262979413,-0.930625862,3
0.105070574,2.02146632,2
0.087576169,2.889845389,2
0.075086471,2.85611829,2
-0.15901194,0.634691987,2
1.351576437,0.836355231,1
-0.596328528,-1.571766689,2
0.258585067,-2.717612429,2
-0.980956414,-1.323365863,2
-0.99845082,-0.454986794,2
-1.587350678,-0.488576609,1
-0.101690119,0.349029526,2
-0.564082939,0.875310705,1
0.154445762,0.63165276,2
-1.248118505,-1.123031771,1
0.978947856,-1.086974486,2
-0.862575593,0.705437407,1
0.392644848,1.854337961,2
1.679902051,0.673769532,2
1.829052842,1.846864968,2
1.829052842,1.846864968,2
1.822807993,1.830001419,2
-0.915040639,-2.043736962,2
0.663832559,-2.642466477,2
-0.549653792,1.117751254,2
-0.485965161,2.205356466,2
-1.246780957,-1.521148568,2
1.61778532,1.412532059,1
2.862742925,-3.58458479,3
3.038838836,-2.193435686,3
-0.902919696,-0.552601863,2
3.219303139,-1.396697406,2
1.74342106,0.509719217,3
-0.395652697,-0.527685432,1
-0.420632093,-0.59513963,1
-0.893355158,-0.04368599,2
0.15721139,1.490456598,3
-0.480065116,0.273796997,3
-0.611569735,0.303847581,3
-0.486672756,0.641118571,3
-0.52414185,0.539937274,3
-0.079010913,-2.06371965,2
-1.217919399,-0.461948191,2
-1.305813514,-0.935963715,2
0.441323576,0.008149527,2
0.09233762,-1.704579493,2
0.143301471,1.027480943,2
0.08436481,-0.423251504,2
-0.003063074,-0.659341197,2
-0.295152938,-1.233223129,2
0.404334843,-2.388791073,2
-0.974656333,-1.807022375,2
-1.08157319,-1.620617493,2
2.134283027,-1.549068098,2
-1.033391153,-0.125131158,2
1.317868271,0.962367022,1
1.341768269,0.40011637,1
-0.309535911,-0.111070979,2
0.509238577,-1.582862526,2
0.008608334,0.555247546,2
1.143780247,0.258955058,2
1.082543958,0.708926723,2
1.715987797,1.117978051,2
1.747212041,1.202295798,2
-0.279582474,0.015827445,1
1.289557528,-1.007146103,1
-0.722380984,-0.461539849,2
-0.076682047,0.977820524,2
-0.014392681,1.40546406,2
0.016831564,1.489781807,2
-0.04009766,2.10638011,2
-0.059632318,-1.502755487,2
0.526035592,-2.461656224,3
0.508541186,-1.593277154,3
0.450749399,-1.615638777,2
0.871805725,-2.04652326,5
0.940499063,-1.861024215,5
0.929249507,-0.975781597,5
0.996702704,-1.70925227,5
0.892505996,-1.845333142,5
1.096620286,-1.439435478,5
1.169685063,0.126071977,2
1.338295984,0.581387813,2
3.491319789,-0.230799865,2
0.56249471,1.477640105,2
0.616007042,2.247182829,2
2.549963191,-1.905655612,1
2.775529983,-2.754889206,2
0.655800963,-1.751071238,2
-1.412452062,-0.582372984,2
3.094283358,-0.300675865,1
1.575008675,0.149177094,2
3.435861361,0.202645888,2
-0.921639516,-0.620832453,3
-0.939133921,0.247546616,3
-0.764278151,0.719726002,3
-0.660081444,0.855806873,3
1.453496782,0.977386047,2
1.672792077,0.799240032,2
1.613897129,1.265238864,2
1.470991187,0.109006978,2
-0.286103003,0.899362493,2
-0.881354871,0.128000907,2
-0.923828672,0.928925778,2
1.246621103,0.874648502,1
1.320016204,0.093824382,1
-1.258108213,-0.925043042,2
-1.10110793,-0.771686234,3
-1.005469471,-0.368133522,3
-0.17356706,1.947976018,1
-0.966900069,-1.006797725,2
0.045202802,1.612055375,2
-0.936541846,-0.111211307,2
-0.826304894,-0.868068116,1
-0.663448389,-0.424613711,2
-0.720377612,0.191984591,2
0.13396274,0.847431439,2
1.457177723,0.322484086,2
1.470907562,1.275180902,2
1.919863575,1.007208726,2
0.053462123,2.440665831,1
-0.146373042,1.901032248,1
-0.223693503,1.203580721,2
0.216980628,1.649543854,2
0.779644023,-2.496584458,2
0.88384073,-2.360503586,2
0.897570569,-1.407806769,2
-1.36338639,-0.903799195,2
-0.864470272,-0.817165721,2
-0.644971554,0.286828888,2
0.732473983,-0.918503534,3
0.70248988,-0.083851564,3
0.734439708,-0.767904064,3
-0.039479457,1.001242781,2
-0.199650447,1.276643525,2
1.10034985,-1.100338893,2
-1.10492835,0.418924431,2
-1.25011525,-0.342773192,2
-0.590705235,-0.513219258,2
1.472444783,0.705361769,3
1.434250106,1.37255072,3
1.432284381,1.22195125,3
-0.161764189,2.177892002,2
0.245520399,0.023813429,2
1.61431849,1.569727915,2
-1.091732432,-0.378022274,1
-0.917779404,-1.189836123,2
0.945993233,-0.161899829,1
0.882263434,0.075790376,2
0.041161253,-0.985948326,2
-1.192311987,-0.574170008,1
0.182971015,-1.90073096,2
-1.223899394,-0.921954355,2
-0.969155692,0.504478143,1
0.166457831,-0.764717953,1
0.069850648,0.24349537,1
-1.465041355,-0.695735462,1
-0.604502478,-0.851553542,2
-0.526407755,0.116867014,2
-0.178622768,1.328006267,2
-1.131581414,-0.731969853,2
-1.332822827,-1.136691909,2
-1.281623895,-0.082813796,2
0.567210785,-1.09894055,2
-0.43017243,0.943441519,2
1.882330613,0.291656762,3
1.971724222,0.678345925,3
3.592938541,1.125267271,1
0.817943987,-2.328601044,2
0.606292233,-1.419813987,2
0.562578291,-1.537858833,2
0.56882314,-1.520995284,2
-0.645336286,0.871833195,1
-0.514568497,-0.162022454,2
-0.412233186,0.823205743,2
0.51048318,-2.222209842,2
3.460304441,-1.080406819,2
2.73706465,-1.375746307,2
0.036438848,-1.882951291,2
-1.265931457,-1.018929651,2
0.229184263,-1.604298013,2
-0.91381298,-0.654611808,2
-0.745927642,0.569074277,2
0.666618117,1.527617911,1
0.113239545,1.312030963,2
0.00635153,1.793720869,2
-0.593733926,-1.060400425,1
2.70609664,-2.827121374,1
2.931953125,-1.464892367,2
3.004925587,-1.413129243,2
-0.52961675,0.068423875,2
0.105628118,1.146304479,2
-1.055498424,-0.77529153,2
-0.977006696,0.061705392,2
-0.931327029,0.330349708,2
0.08751097,-1.220371899,2
-0.100560081,-0.957908136,2
-1.003870458,-1.67272457,2
-1.195167128,-0.433332807,1
-1.096852478,-0.698300609,1
-1.3800008,-1.047304957,2
-1.391250356,-0.162062339,2
-1.228158701,-0.4919803,2
-0.895541402,-0.499892476,2
-1.017412192,-0.730722274,1
-0.82369412,-2.21395376,3
-0.306896026,0.864388868,2
-0.805619361,-0.433667541,2
-0.910561666,0.199316931,2
-1.610385178,-0.832783225,1
1.190829529,-1.034582393,2
0.270456059,1.683850632,1
0.452250093,-2.69828084,3
0.7457114,-1.259068177,1
-1.571847589,-0.52096625,2
-0.321904598,0.332235254,2
-0.346592783,1.250488219,2
0.957234947,-0.172934964,2
1.00843388,0.880943149,2
-0.596404984,1.194127943,2
-0.647089358,1.827589795,2
-0.732551519,1.742099572,2
-0.509702682,2.198587884,2
-0.732551519,1.742099572,2
-0.538961202,2.264869606,2
-0.042838285,0.223836671,2
0.27564901,1.083877695,2
0.231209484,1.734203097,2
0.218719786,1.700475998,2
1.654706275,-0.008359276,2
1.516946614,-0.56969803,2
1.505697058,0.315544589,2
-0.102406573,1.471315042,2
-0.266738369,0.882263286,2
-0.862762819,-0.331003469,2
3.049769019,0.202474641,1
-1.274866961,-0.775026373,2
3.288654339,0.042299608,2
-1.053777715,-1.336622887,2
-1.033682696,-0.40816181,2
-0.059389349,0.802288565,2
-1.026849465,-0.633262959,2
-0.944704154,0.360305934,1
-0.677502159,0.109696767,2
-0.677502159,0.109696767,2
-0.397787179,-0.049114795,1
-0.088878504,1.583870096,1
1.689381802,-0.449215394,2
0.301908147,0.187366455,2
-0.258603746,1.109935509,2
-0.006749412,2.272465882,1
-1.264678072,0.649613536,1
0.365781961,1.923891201,3
0.142475924,0.596241797,2
-1.225674515,-0.860340569,1
2.611170238,-2.342402681,2
-0.862554416,-0.192963871,1
-1.095534489,-1.677569354,3
0.347567362,-1.763394722,2
-1.207733174,0.318195188,2
1.662368952,1.712525577,2
1.712327744,1.847433973,2
0.374607746,-1.397339197,3
-0.168768449,0.434227337,1
-0.068850866,0.704044129,1
0.973580378,-0.491194661,2
1.713870779,1.188859371,1
1.255098908,0.745510182,2
0.196668463,0.433069656,4
0.832122115,-1.012140058,2
0.720741052,-0.730378908,2
0.050639279,0.400414142,3
0.115053492,0.719649106,3
-0.393987838,-0.757994739,2
-0.430216791,0.059793682,2
0.788347895,-1.700387409,5
-1.587610071,-1.38147591,1
-1.362675893,0.190209231,1
-0.597070911,0.377506912,2
-1.008666974,-0.882169167,2
-0.764045974,-1.361299528,2
-1.373120192,-0.323750061,1
0.966186374,-0.2505934,2
-0.24153654,0.776978125,2
-1.434605885,-1.279518249,2
3.740077191,-0.969414881,2
3.685113692,-0.202217109,2
3.783791133,-0.851370035,2
2.823283556,-2.172158962,5
2.805789151,-1.303779893,5
0.958465489,-2.157745128,2
2.306993458,-1.968350619,2
-0.862684898,1.208357491,1
-0.870779373,0.482438943,1
-0.20905522,1.394087182,2
-0.815410991,-0.051667057,1
-1.205984704,0.459309937,1
3.828759045,0.126287728,2
0.23860799,-2.208195927,2
-1.211412627,0.166945016,2
-1.084484266,1.266250185,2
-1.105184537,1.065060067,2
-0.308133337,1.262557047,2
-0.389316373,1.043330904,2
0.055242762,2.162895846,2
0.285576589,3.555217426,2
-0.000960878,2.011123901,2
-0.005965586,2.913230069,2
0.191903855,3.302264183,2
1.992580839,-1.172172086,2
3.237942846,-0.925299867,1
-0.731734441,0.58926133,1
-0.952241041,-0.281071217,1
-0.875138941,0.401631344,2
