GREasting,GRNorthing,NumberofVehicles,Time,1st_Road,Road_Surface,LightingConditions,WeatherConditions,TypeofVehicle,CasualtyClass,Sex,Age,y
195,438895,2,1815,51,0,1,1,0,2,1,21,2
195,438895,2,1815,51,0,1,1,0,2,1,20,2
195,438895,2,1815,51,0,1,1,0,2,1,19,2
831,431254,4,403,2,0,2,1,0,0,0,19,2
1487,432404,1,1230,10,0,5,1,0,1,1,89,2
1031,433558,2,1200,19,0,5,1,0,0,0,26,1
290,428089,1,1230,15,0,5,3,0,2,0,12,1
290,428089,1,1230,15,0,5,3,0,2,0,10,1
1334,433684,2,1251,51,0,5,1,0,2,0,9,2
1334,433684,2,1251,51,0,5,1,0,2,1,8,2
67,439684,2,1320,37,0,5,1,0,0,0,71,2
67,439684,2,1320,37,0,5,1,0,2,0,77,2
698,434952,1,1514,25,0,5,1,14,1,1,27,2
600,432733,2,1940,51,0,2,1,5,0,1,53,2
1250,434336,1,2040,34,0,2,1,0,1,1,9,2
1533,449085,2,1245,51,0,5,1,11,0,1,42,2
1337,429208,2,635,11,0,2,1,10,0,1,59,1
801,436591,3,730,5,0,1,1,14,0,1,23,2
560,433061,2,750,39,0,5,1,0,2,0,24,2
993,434833,6,1030,2,0,5,1,0,0,1,18,2
993,434833,6,1030,2,0,5,1,0,2,1,17,2
283,434252,2,1258,16,0,5,1,0,0,0,29,2
283,434252,2,1258,16,0,5,1,0,2,1,32,2
197,435382,2,800,22,0,5,1,11,0,1,14,2
1350,437720,3,708,51,0,1,1,0,0,0,21,2
385,436030,1,1000,51,0,5,1,0,1,0,35,2
260,436499,2,1700,17,0,1,1,11,0,1,51,2
1204,434830,1,1500,43,0,5,1,14,2,0,1,2
1010,432090,2,540,11,3,2,1,11,0,1,29,2
305,432244,3,1124,6,3,5,5,0,0,0,20,2
654,433651,1,1455,3,3,5,5,0,1,0,52,1
815,434185,1,1522,51,3,5,5,13,1,1,19,2
298,434389,2,1543,51,0,5,1,0,0,0,31,2
1066,435244,2,1625,51,3,5,1,9,0,1,24,2
1450,429504,2,1640,51,3,5,5,13,0,1,35,2
458,431075,2,1716,6,0,2,1,0,2,0,20,2
458,431075,2,1716,6,0,2,1,0,2,0,26,2
296,438089,2,1730,7,3,1,1,9,0,1,20,2
610,425826,2,1032,51,0,5,1,0,0,1,46,2
262,435052,5,1440,51,0,5,1,13,0,1,35,2
609,429770,3,1549,19,0,5,1,0,2,1,9,2
1529,445622,1,1620,51,0,5,1,0,1,1,4,2
460,427927,2,30,51,0,2,1,0,0,0,33,2
1029,431373,2,1130,51,0,5,1,11,0,1,21,2
36,440944,2,1237,17,0,5,1,11,0,1,39,2
1275,434016,2,1550,12,0,5,1,14,2,0,11,2
1005,433396,2,1600,19,0,5,1,14,2,0,20,2
1126,434938,1,1930,51,0,1,1,0,1,1,4,2
728,431134,2,1200,51,0,5,1,0,0,1,58,2
574,427719,1,1559,19,0,5,1,0,0,1,51,2
574,427719,1,1559,19,0,5,1,0,2,0,60,2
742,430910,1,1812,51,0,1,1,6,1,0,5,2
20,442074,1,945,51,0,5,1,5,0,1,17,2
343,433090,1,1733,51,0,1,1,0,1,1,31,1
931,431832,2,1853,5,0,1,1,0,2,0,27,2
931,431832,2,1853,5,0,1,1,0,0,0,23,2
931,431832,2,1853,5,0,1,1,0,2,0,20,2
1313,433102,2,1919,51,0,1,1,9,0,1,17,2
103,432953,2,1025,51,0,5,1,0,0,1,76,2
665,433091,2,1610,51,0,5,1,11,0,1,22,2
669,438586,2,1525,7,0,5,1,0,0,0,44,2
759,433662,1,2350,51,0,2,1,0,1,0,44,1
295,437991,1,535,51,0,2,1,9,0,1,18,1
515,435783,1,740,25,0,5,1,0,0,1,19,2
400,430496,3,830,50,0,5,1,0,0,1,53,2
400,430496,3,830,50,0,5,1,0,0,0,36,2
400,430496,3,830,50,0,5,1,0,0,1,41,2
593,433212,3,1100,2,0,5,1,0,0,0,23,2
1272,435237,2,1830,51,0,1,1,11,0,0,58,2
338,435587,2,1200,42,0,5,1,15,2,0,25,2
54,440261,2,1330,17,0,5,1,0,0,0,22,2
566,431542,2,1751,15,0,1,1,10,0,1,29,2
1385,425922,2,1750,49,0,1,1,0,2,1,51,2
722,433658,1,1755,51,0,1,1,0,1,1,45,2
1553,438846,4,1010,0,0,5,1,0,0,1,71,2
1553,438846,4,1010,0,0,5,1,0,2,1,38,2
1422,428343,3,1050,14,0,5,1,0,0,1,53,2
1422,428343,3,1050,14,0,5,1,0,0,0,25,2
1552,435482,2,1145,27,0,5,1,11,0,1,36,1
371,438031,2,1035,7,0,5,1,0,2,0,9,2
821,431015,2,1120,51,0,5,1,0,2,0,6,2
1321,436976,6,1320,51,0,5,1,0,0,0,70,2
1321,436976,6,1320,51,0,5,1,0,0,1,38,2
1321,436976,6,1320,51,0,5,1,0,2,0,51,2
899,434369,2,1403,51,0,5,1,11,0,1,26,2
1042,433693,1,1300,51,0,5,1,14,2,0,35,2
994,438025,1,1600,51,0,5,1,0,1,1,9,1
755,430612,2,1700,19,0,1,1,0,0,1,18,2
755,430612,2,1700,19,0,1,1,0,2,0,18,2
386,438037,2,2145,7,0,2,1,11,0,1,56,2
67,439687,1,2253,17,0,2,1,0,1,0,45,2
227,432898,2,2325,51,0,2,1,0,0,0,19,2
1083,432720,2,905,10,0,5,1,0,0,0,38,2
1083,432720,2,905,10,0,5,1,0,0,1,57,2
1239,434818,1,1215,51,0,5,1,9,0,1,21,2
1540,429691,2,1615,21,0,5,1,0,0,0,19,2
1540,429691,2,1615,21,0,5,1,0,0,0,44,2
1540,429691,2,1615,21,0,5,1,0,2,0,6,2
1540,429691,2,1615,21,0,5,1,0,2,1,9,2
1540,429691,2,1615,21,0,5,1,0,2,1,49,2
1289,433781,1,1621,51,0,5,1,0,1,0,6,2
902,431606,1,1724,50,0,1,1,9,0,1,57,1
255,437867,3,1255,7,0,5,1,0,0,1,54,2
1374,431300,1,650,48,0,1,1,0,0,1,32,2
184,428194,2,1100,18,0,5,1,10,0,1,74,2
556,433117,3,1445,39,0,5,1,0,0,1,57,2
813,438656,1,1536,5,0,5,1,0,1,1,70,2
668,430757,1,1550,51,0,5,1,15,1,1,6,2
1206,426187,2,1817,49,0,1,1,0,0,1,30,2
1430,441867,2,851,51,0,5,1,0,0,0,70,2
423,439260,2,1620,51,0,5,1,0,2,1,9,2
423,439260,2,1620,51,0,5,1,0,2,0,70,2
35,434092,4,1700,16,0,1,1,0,0,1,39,2
1314,435142,2,1229,51,0,5,1,15,2,0,41,2
468,431683,2,1500,8,0,5,1,0,2,0,7,2
1038,433617,2,1536,19,0,5,1,14,2,0,21,2
588,425374,2,1900,51,0,1,1,0,0,1,25,2
287,438730,1,1102,51,0,5,1,0,1,1,15,1
1228,433922,1,1830,51,0,1,1,0,1,1,54,2
360,427289,2,2120,51,3,2,1,0,0,1,26,2
360,427289,2,2120,51,3,2,1,0,0,1,60,2
830,431222,2,2342,51,3,2,5,11,0,1,24,2
769,438889,1,2343,7,0,2,1,0,2,1,12,2
941,434569,2,1313,51,0,5,1,0,0,0,49,2
865,433407,1,1600,51,0,5,1,14,1,0,45,2
405,437353,3,1625,25,0,5,1,0,2,0,56,2
1288,434059,2,2145,12,0,2,1,0,0,0,26,2
965,434777,2,1454,51,0,5,1,0,0,1,24,2
158,437649,2,1545,7,0,5,1,0,2,1,20,2
1382,435739,1,1816,51,0,1,1,14,2,0,47,2
74,435169,1,1945,7,3,1,5,0,0,1,20,2
961,438592,2,2047,51,0,1,1,0,0,1,20,2
1292,425854,1,2210,49,3,2,5,0,2,0,36,2
590,433187,2,2312,2,3,2,1,0,2,0,15,2
590,433187,2,2312,2,3,2,1,0,2,0,43,2
1048,434803,2,1130,51,0,5,1,0,2,0,26,2
606,433303,3,1300,2,0,5,1,0,2,0,40,2
606,433303,3,1300,2,0,5,1,0,0,1,63,2
10,442615,3,1040,17,0,5,1,0,0,0,81,1
451,434540,2,750,17,0,5,1,11,0,1,42,2
97,436128,5,1715,7,0,1,1,0,0,0,49,2
1264,434095,2,1015,43,0,5,1,12,2,0,81,2
419,433634,2,2107,16,0,1,1,0,0,0,24,2
419,433634,2,2107,16,0,1,1,0,0,1,33,2
483,430316,2,2119,6,0,2,1,9,0,1,19,2
1446,433588,2,1442,7,0,5,1,0,0,1,77,2
316,435592,3,1640,42,0,5,1,0,0,0,64,2
316,435592,3,1640,42,0,5,1,0,2,0,62,2
316,435592,3,1640,42,0,5,1,0,0,1,65,2
1328,435138,2,2313,51,0,2,1,0,0,1,37,2
1501,432016,1,815,36,0,5,1,0,0,1,20,2
98,432953,2,1539,51,0,5,1,13,1,0,18,2
1254,444975,1,1550,24,0,5,1,8,1,0,57,0
1330,427934,2,2050,20,0,2,1,0,2,1,49,2
1330,427934,2,2050,20,0,2,1,0,2,0,25,2
1330,427934,2,2050,20,0,2,1,0,2,0,7,2
440,437004,2,903,25,0,5,1,11,0,1,26,2
319,435591,2,1150,42,0,5,1,15,0,1,52,2
319,435591,2,1150,42,0,5,1,15,2,1,31,2
319,435591,2,1150,42,0,5,1,0,2,0,37,2
1234,435865,1,1920,2,0,1,1,14,2,0,3,2
520,434454,2,1910,51,0,1,1,14,2,1,60,2
1096,429883,2,1645,51,0,5,1,9,0,1,28,2
423,437201,2,1711,25,0,1,1,11,0,1,33,2
680,433501,3,1605,51,0,5,1,0,0,0,27,2
973,434111,1,1847,51,0,1,1,14,1,1,24,2
503,434518,2,450,51,0,1,1,11,0,1,41,2
1485,432432,2,1100,10,0,5,1,10,0,1,62,1
1485,432432,2,1100,10,0,5,1,10,2,0,55,2
1340,441227,2,1410,51,0,5,1,0,0,1,42,2
259,437877,2,705,7,0,1,1,0,0,1,23,2
1481,432410,2,1702,10,0,1,1,4,0,1,56,1
984,435329,2,1709,51,0,1,1,0,0,0,34,2
984,435329,2,1709,51,0,1,1,0,2,0,15,2
984,435329,2,1709,51,0,1,1,0,0,1,25,2
1416,427756,2,1830,11,0,1,1,10,0,1,37,2
1416,427756,2,1830,11,0,1,1,10,2,0,35,2
472,436300,1,1031,25,0,5,1,15,2,1,63,2
767,432963,1,1600,51,0,5,1,0,1,0,24,2
1276,433142,2,1645,51,0,5,1,0,2,1,42,2
1276,433142,2,1645,51,0,5,1,0,2,0,13,2
137,437421,2,1650,7,0,2,1,0,2,1,20,2
640,433603,2,835,17,0,5,1,11,0,1,33,2
284,428582,2,741,51,0,5,1,0,0,0,30,2
1257,426585,2,730,51,0,1,1,11,0,1,13,1
456,433001,2,1550,39,0,5,1,15,1,1,13,2
1184,438093,2,1918,51,0,1,1,0,0,0,50,2
613,440085,2,816,51,3,5,1,11,0,1,33,2
1162,426285,2,831,49,0,5,1,0,0,1,51,2
1162,426285,2,831,49,0,5,1,0,0,1,39,2
700,434940,1,1300,25,0,5,1,14,2,0,75,2
393,432850,2,1641,51,0,5,1,11,0,1,38,2
724,432910,2,1900,51,0,1,1,0,0,1,27,2
826,433947,1,1910,25,0,1,1,14,2,0,41,2
1453,431954,1,2230,51,0,0,1,0,0,1,18,2
1453,431954,1,2230,51,0,0,1,0,2,0,19,2
1453,431954,1,2230,51,0,0,1,0,2,1,18,2
1453,431954,1,2230,51,0,0,1,0,2,0,17,2
1208,433906,2,805,51,0,5,1,15,0,1,34,2
122,443530,2,906,51,0,5,1,6,0,0,48,2
1298,425843,2,1020,49,0,5,1,13,0,1,56,2
983,434169,2,902,5,0,5,1,14,2,0,51,2
94,434072,2,1457,51,0,5,1,0,0,0,57,2
1199,434684,2,1624,51,0,5,1,0,0,1,29,2
1199,434684,2,1624,51,0,5,1,0,2,0,2,2
1199,434684,2,1624,51,0,5,1,0,2,1,1,2
1199,434684,2,1624,51,0,5,1,0,0,1,28,2
381,437312,2,954,51,0,5,1,0,0,0,62,2
1006,435807,1,1652,51,0,5,1,0,1,1,4,0
1104,435238,2,100,2,3,2,1,0,2,0,18,2
101,440794,3,1500,51,0,5,1,0,0,0,21,2
101,440794,3,1500,51,0,5,1,0,2,0,20,2
1023,432152,2,1949,5,0,1,1,10,0,1,17,1
771,433435,1,2142,51,0,2,1,15,1,0,38,2
149,428001,2,315,18,0,2,1,0,0,0,21,2
441,435271,1,2000,51,0,1,1,15,2,0,20,2
269,433388,2,1440,51,0,5,1,10,0,1,21,1
709,433890,1,2135,3,0,2,1,0,0,1,31,2
1011,434453,2,2200,51,0,1,1,0,0,1,31,2
1122,435539,2,6,2,0,2,1,0,0,1,21,2
199,439021,2,825,51,0,5,1,0,1,0,50,2
744,433030,2,830,51,0,5,1,11,0,1,29,2
1078,434088,2,930,51,0,5,1,0,2,0,55,1
1211,438757,1,1530,51,0,5,1,13,1,1,40,1
38,445827,1,1510,46,0,5,1,0,1,0,11,1
17,442128,1,1800,17,0,1,1,10,0,1,19,2
1423,434705,1,1620,51,0,5,1,14,2,0,87,2
757,435223,2,1935,51,0,1,1,11,0,1,8,2
735,435398,2,134,51,0,2,1,0,0,1,26,2
348,437940,2,750,51,0,5,1,0,0,1,25,2
812,427803,2,1125,51,3,5,1,9,0,1,19,2
1155,430307,2,1227,5,0,5,1,14,2,1,82,2
676,433851,1,1516,51,0,5,1,0,0,0,63,2
200,435319,1,1531,22,0,5,1,14,2,0,74,2
206,435112,2,2100,51,0,1,1,9,0,0,29,2
271,434438,2,753,51,0,5,1,11,0,1,10,2
1439,434233,1,1025,51,0,5,1,0,1,0,86,2
842,432863,2,1540,19,0,5,1,0,0,1,26,2
933,434659,2,1650,2,0,5,1,4,0,1,47,2
1160,433574,1,1540,12,0,5,1,14,2,1,1,2
664,429898,1,1755,51,0,1,1,0,2,1,1,2
625,432434,2,1745,51,0,1,1,4,0,1,40,1
309,436979,2,2036,51,0,1,1,0,0,1,24,2
872,435038,2,816,51,0,5,1,5,0,0,23,2
250,437877,2,746,51,0,5,1,11,0,1,29,2
453,433720,2,915,16,0,5,1,14,2,0,18,2
453,433720,2,915,16,0,5,1,14,2,0,38,2
352,433301,2,1425,51,0,5,1,0,0,1,48,2
1106,426342,2,1710,51,0,1,1,0,0,0,23,2
60,436869,1,1832,51,0,1,1,0,1,1,11,2
511,436719,1,1840,51,0,1,1,0,2,1,16,2
511,436719,1,1840,51,0,1,1,0,2,0,47,2
1101,435558,2,1915,51,0,1,1,0,0,0,49,2
1140,428055,1,2040,48,0,1,1,0,0,1,67,2
361,433502,1,1850,51,0,1,1,14,2,0,48,2
1505,431091,2,1351,51,0,5,1,0,2,1,11,2
617,432369,2,2050,51,0,1,1,0,0,1,21,1
861,426449,2,610,49,0,1,1,0,0,0,39,2
88,440488,1,2030,23,0,1,1,0,1,1,24,2
1245,429200,1,802,5,0,5,1,10,0,1,54,2
1356,435982,2,1455,51,0,5,1,0,0,0,29,2
1109,435294,1,1440,2,0,5,1,0,1,1,79,1
1346,425892,3,1725,49,0,1,1,0,0,1,29,2
530,435747,2,1822,51,0,1,1,11,0,1,42,2
489,436040,2,1846,25,0,1,1,11,0,1,48,2
322,435514,2,1220,42,0,5,1,0,0,1,20,2
1415,427382,2,1955,14,0,1,1,0,0,0,24,2
1415,427382,2,1955,14,0,1,1,0,0,1,49,2
240,436682,2,615,51,0,1,1,11,0,1,58,1
1056,432112,2,655,51,0,1,1,10,0,1,23,2
470,434076,3,1255,51,0,5,1,5,0,0,18,2
1518,430973,2,1500,36,0,5,1,11,0,1,13,2
66,436820,2,750,51,0,5,1,0,2,0,9,2
1172,435855,1,745,2,0,5,1,0,1,1,16,2
389,432185,2,1527,51,0,5,1,0,0,0,24,1
1130,435383,1,1714,51,0,1,1,11,2,0,30,2
478,436194,2,1534,51,0,5,1,11,0,1,57,2
1203,426059,2,1850,49,0,1,1,0,0,0,24,2
727,431018,1,2140,51,0,1,1,12,0,1,38,2
1241,438263,2,2116,51,0,1,1,10,0,1,52,1
213,438371,1,738,51,0,5,1,0,1,0,83,1
226,432895,2,2105,51,0,1,1,9,0,1,16,1
240,434211,1,1212,51,0,5,1,14,2,0,61,2
519,429599,2,1832,6,0,1,1,0,0,0,62,1
519,429599,2,1832,6,0,1,1,0,2,0,39,2
1089,430106,2,1530,51,0,5,1,9,0,1,27,2
536,434053,2,1005,17,0,5,1,0,0,0,31,2
1152,435835,2,1120,43,0,5,1,15,2,0,54,2
157,433944,2,1100,51,0,5,1,0,0,0,42,2
1348,437033,4,1810,51,3,1,5,9,0,1,43,2
353,433743,1,1705,51,3,1,1,14,2,0,49,2
574,427725,1,2025,19,3,1,1,0,0,1,21,2
1559,431686,2,718,10,3,1,1,13,0,1,23,2
932,432640,1,820,19,3,5,5,15,1,1,12,2
773,435713,2,838,51,3,5,5,11,0,1,24,2
265,432987,1,912,39,3,5,5,14,1,1,67,2
0,442965,1,1100,51,3,5,4,0,0,1,27,2
413,431825,4,1600,2,0,5,1,0,0,1,49,2
413,431825,4,1600,2,0,5,1,11,0,1,54,2
718,433779,2,1650,2,0,5,1,10,0,1,54,2
1499,446324,2,330,48,0,0,1,0,0,1,58,2
370,432075,1,1033,51,0,5,1,9,1,1,33,2
798,427021,2,1554,20,3,5,5,15,0,1,33,2
877,427488,2,1615,51,3,5,1,0,0,1,21,2
565,429636,2,1630,6,3,5,5,0,0,1,52,2
239,434213,1,1719,51,3,1,5,0,1,0,14,1
459,436653,2,1800,25,3,1,5,11,0,1,37,2
280,437040,2,1825,51,0,1,1,0,0,0,26,2
1145,430560,1,1925,11,3,1,5,0,2,0,19,1
1145,430560,1,1925,11,3,1,5,0,0,1,20,2
1145,430560,1,1925,11,3,1,5,0,2,0,17,2
1145,430560,1,1925,11,3,1,5,0,2,0,17,2
1145,430560,1,1925,11,3,1,5,0,2,0,19,2
232,428023,2,610,51,0,1,1,0,0,1,58,2
232,428023,2,610,51,0,1,1,13,0,1,26,2
597,432714,2,630,51,0,1,1,11,0,1,40,2
1262,432360,2,1030,10,0,5,1,0,0,0,28,2
1262,432360,2,1030,10,0,5,1,0,2,0,65,2
626,436436,2,1454,51,0,5,1,0,0,1,84,2
1138,434915,1,1520,51,0,5,1,9,1,0,7,1
1272,435237,2,1535,51,0,5,1,9,0,1,25,1
1347,428545,1,1817,51,0,1,1,13,1,1,37,2
333,426287,2,2040,51,0,1,1,9,0,1,42,2
1297,427664,1,2257,20,3,2,5,0,0,1,26,1
962,433822,2,2345,5,3,1,1,10,0,1,27,2
272,440393,2,654,25,3,1,1,11,0,1,48,1
432,435934,1,5,51,0,1,1,15,2,0,20,2
186,430432,1,1330,51,3,5,5,0,1,0,43,1
186,430432,1,1330,51,3,5,5,0,1,0,43,1
473,435808,2,715,51,0,1,1,0,2,0,22,2
1410,434595,1,1510,7,3,5,5,14,2,0,78,2
1484,433152,2,1106,14,0,5,1,9,0,1,22,1
1430,441867,2,1414,2,0,5,1,0,0,1,69,2
1430,441867,2,1414,2,0,5,1,0,2,0,60,2
1247,434406,2,1825,51,0,1,1,0,0,1,19,2
1388,425912,2,1925,49,0,1,1,0,0,0,38,2
817,434076,2,1315,25,0,5,1,14,2,1,81,1
1112,435413,2,1555,51,0,5,1,0,0,0,42,2
1112,435413,2,1555,51,0,5,1,0,2,0,14,2
953,434286,2,1705,51,0,1,1,0,0,0,20,2
495,426425,3,848,49,0,5,1,0,0,0,39,2
495,426425,3,848,49,0,5,1,3,0,1,33,1
949,439089,2,917,5,0,5,1,0,2,0,25,2
667,431792,2,1011,51,0,5,1,13,0,1,50,1
444,436959,2,1730,51,0,1,1,10,0,1,72,2
1129,436072,3,1815,51,0,1,1,0,0,0,40,2
720,428153,2,812,51,0,5,1,11,0,1,44,2
196,433980,2,920,16,0,5,1,0,0,1,54,2
196,433980,2,920,16,0,5,1,0,2,1,18,2
507,426389,2,1500,49,0,5,1,0,0,1,26,2
794,433534,2,1503,51,0,5,1,14,2,0,68,2
794,433534,2,1503,51,0,5,1,14,2,0,25,2
564,434281,2,1835,51,0,1,1,0,0,0,22,1
564,434281,2,1835,51,0,1,1,0,2,0,22,1
383,438028,2,2030,25,0,1,1,11,0,0,30,1
365,433494,2,839,51,0,5,1,5,0,1,18,2
756,436620,1,1531,51,0,5,1,0,1,1,12,2
1428,425945,2,1745,49,0,1,1,0,0,1,45,2
1108,436143,2,1805,51,0,1,1,0,2,0,1,2
1394,428211,3,1700,20,0,1,1,10,0,1,59,2
143,437695,2,2000,17,0,1,1,11,0,1,30,2
21,441740,2,2110,38,0,1,1,0,0,0,18,2
898,435055,3,1200,51,0,5,1,0,0,1,43,2
734,436660,1,1245,51,0,5,1,9,0,1,29,2
1364,434839,1,1721,12,0,1,1,12,1,1,12,2
689,435030,1,2322,25,0,2,1,15,1,1,19,1
119,436375,1,2300,22,3,2,1,15,1,0,65,2
946,433454,1,450,51,0,1,1,10,1,1,27,2
924,432953,1,1720,51,0,1,1,14,2,1,18,2
270,440383,2,1310,51,0,5,1,11,0,1,49,1
1362,436574,1,2230,51,3,2,1,0,1,1,48,2
552,435252,2,1345,51,0,5,1,11,0,1,21,2
663,432674,2,750,51,0,5,1,0,2,1,34,2
1266,434009,1,943,51,0,5,1,0,1,0,27,1
836,433382,1,1524,51,0,5,1,14,2,1,74,2
1340,441230,2,725,51,0,1,1,0,0,0,29,2
731,431566,3,1048,51,0,5,1,11,0,1,19,2
1077,435239,1,1609,51,0,5,1,0,1,1,3,2
299,434400,3,1800,51,0,1,1,0,0,0,24,2
435,438752,1,1600,51,0,5,1,0,1,0,11,2
246,434208,1,1220,51,0,5,1,0,1,0,18,2
823,433712,1,1310,51,0,5,1,0,0,0,37,2
823,433712,1,1310,51,0,5,1,0,1,1,30,2
991,434255,2,1516,51,0,5,1,15,2,0,36,2
418,433624,2,1440,16,0,5,1,9,0,0,39,2
1318,433892,2,1520,10,0,5,1,14,2,0,66,2
576,437458,2,1930,51,0,1,1,9,0,1,22,2
601,433290,2,1130,51,0,5,1,14,2,0,70,2
601,433290,2,1130,51,0,5,1,0,2,0,38,2
601,433290,2,1130,51,0,5,1,0,0,1,38,2
1301,429590,2,1325,11,0,5,1,0,2,0,8,2
828,433771,1,1347,51,0,5,1,14,2,1,79,1
886,433618,1,1430,51,0,5,1,14,1,1,51,2
1235,437966,2,1300,51,0,5,1,14,2,0,32,2
1235,437966,2,1300,51,0,5,1,14,2,1,6,2
1235,437966,2,1300,51,0,5,1,14,2,0,33,2
1413,431176,2,1325,48,0,5,1,0,0,1,58,1
1413,431176,2,1325,48,0,5,1,0,2,0,60,1
1413,431176,2,1325,48,0,5,1,13,0,1,32,2
1413,431176,2,1325,48,0,5,1,13,2,1,7,2
1413,431176,2,1325,48,0,5,1,13,2,0,3,2
1447,429239,3,1430,51,0,5,1,0,2,0,35,2
1447,429239,3,1430,51,0,5,1,0,2,0,36,2
1447,429239,3,1430,51,0,5,1,0,0,0,52,2
1514,449534,2,1200,0,0,5,1,0,0,0,29,2
1260,435019,1,2115,51,0,1,1,11,0,1,39,2
908,431744,2,1007,5,3,5,5,13,0,1,62,2
576,437268,1,930,51,0,5,1,0,1,0,80,2
1210,434792,2,1731,51,0,1,1,0,0,0,29,2
716,432020,2,1750,50,3,1,5,0,0,1,29,2
716,432020,2,1750,50,3,1,5,0,0,0,38,2
344,437712,1,1455,51,3,5,4,0,1,0,12,2
528,434117,3,858,17,0,5,0,11,0,1,45,1
665,435242,2,755,25,3,5,5,11,0,1,51,1
561,433045,2,1120,39,3,5,4,15,0,1,22,2
98,440966,2,1620,23,3,5,5,9,0,1,54,1
518,436523,2,1020,51,0,5,1,11,0,0,53,2
804,435049,2,1050,51,3,5,4,11,0,0,23,2
325,427527,1,1520,32,0,5,1,0,1,1,12,2
214,425602,3,1650,30,0,5,1,0,0,0,23,2
214,425602,3,1650,30,0,5,1,0,2,1,2,2
1060,432776,1,2220,5,0,2,1,0,1,1,32,1
1500,434863,2,1018,51,3,5,5,0,0,0,49,1
930,432656,2,1324,5,0,5,1,0,2,1,22,2
1181,427228,3,1925,48,3,1,1,0,0,1,23,2
1181,427228,3,1925,48,3,1,1,0,2,0,24,2
1018,430598,2,1340,51,0,5,1,0,0,0,22,2
1018,430598,2,1340,51,0,5,1,0,0,0,35,2
170,435644,2,1647,22,0,5,1,0,0,0,37,2
170,435644,2,1647,22,0,5,1,0,2,1,25,2
170,435644,2,1647,22,0,5,1,0,0,1,36,2
170,435644,2,1647,22,0,5,1,0,2,1,6,2
1227,436891,7,1652,51,0,5,1,0,2,0,14,2
70,441149,1,1600,51,0,5,1,10,0,1,50,1
237,438073,2,1540,51,0,5,1,11,0,1,12,2
1381,436955,2,1400,7,0,5,1,0,0,1,58,2
1386,434369,1,1845,51,0,1,1,0,1,1,8,1
48,440107,1,1630,23,0,5,1,0,1,1,13,2
1156,435823,2,140,2,0,2,1,0,0,1,39,2
254,443317,2,1634,25,0,5,1,9,0,1,17,1
161,437624,2,639,7,0,1,1,0,0,1,20,2
684,430094,2,850,19,0,5,1,11,0,1,17,2
99,435795,1,2141,41,0,2,1,0,0,0,35,2
887,433622,1,1318,51,0,5,1,14,1,1,73,1
660,428697,2,1513,51,0,5,1,11,0,1,12,2
1551,431653,1,1530,10,0,5,1,10,2,0,32,2
712,433463,2,1330,51,0,5,1,0,0,0,20,2
1058,428963,2,1845,51,0,1,1,0,0,1,31,2
1088,434212,3,2042,51,0,1,1,0,0,1,25,2
1105,435915,2,1443,51,0,5,1,11,0,1,6,1
1145,435878,2,1450,43,0,5,1,11,0,1,12,1
1117,436135,2,2105,51,0,2,1,0,0,0,51,2
825,433802,1,2256,51,0,2,1,14,1,1,40,2
1535,427449,1,205,21,0,1,1,0,0,0,21,2
886,434954,2,935,51,0,5,1,11,0,1,37,2
288,426876,2,1330,18,0,5,1,0,0,0,22,2
145,434140,5,1735,16,0,1,1,0,2,0,16,2
1277,434040,2,1115,12,0,5,1,14,2,1,49,2
1277,434040,2,1115,12,0,5,1,14,2,0,54,2
1277,434040,2,1115,12,0,5,1,14,2,0,32,2
1277,434040,2,1115,12,0,5,1,14,2,0,28,2
28,441606,5,1220,17,0,5,1,0,0,1,18,2
28,441606,5,1220,17,0,5,1,0,2,1,73,2
699,434952,2,845,25,0,5,1,11,0,0,28,2
1110,435064,2,1630,51,0,5,1,11,0,1,6,2
799,428053,3,2345,51,0,2,1,0,0,0,58,2
1311,434093,2,900,12,0,5,1,11,0,1,64,2
317,436366,2,1540,51,0,5,1,0,0,0,24,2
139,439312,2,914,51,0,5,1,0,0,1,39,2
1214,434068,2,1317,51,0,5,1,0,0,1,45,2
308,438110,1,1430,7,0,5,1,0,1,1,25,2
308,438110,1,1430,7,0,5,1,0,2,0,59,2
171,444326,1,1640,25,0,5,1,0,1,0,18,0
171,444326,1,1640,25,0,5,1,0,2,1,31,2
469,431697,2,1822,8,0,1,1,0,0,0,50,2
549,426086,4,1841,18,0,1,1,0,0,0,48,2
810,433390,1,505,51,0,1,1,9,0,1,24,1
900,433862,2,1300,51,0,5,1,0,0,0,33,2
907,431747,2,1415,5,0,5,1,0,0,0,36,2
907,431747,2,1415,5,0,5,1,0,2,0,18,2
455,441656,3,1625,51,3,5,1,13,0,1,39,2
264,432956,5,1834,7,3,1,5,0,0,1,19,1
264,432956,5,1834,7,3,1,5,0,2,1,18,2
264,432956,5,1834,7,3,1,5,0,2,0,17,2
264,432956,5,1834,7,3,1,5,0,2,0,19,2
264,432956,5,1834,7,3,1,5,0,2,1,25,1
264,432956,5,1834,7,3,1,5,0,2,0,20,2
64,439806,2,1830,17,3,1,5,11,0,1,44,1
93,441921,2,1857,51,3,1,5,0,0,0,52,2
93,441921,2,1857,51,3,1,5,0,2,1,33,2
93,441921,2,1857,51,3,1,5,0,0,0,50,2
93,441921,2,1857,51,3,1,5,0,2,0,16,2
93,441921,2,1857,51,3,1,5,0,2,0,16,2
