GREasting,GRNorthing,NumberofVehicles,Time,1st_Road,Road_Surface,LightingConditions,WeatherConditions,TypeofVehicle,CasualtyClass,Sex,Age,Severity
430571,432382,2,1430,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,12,Slight
431886,430492,1,2125,A61,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,23,Slight
431886,430492,1,2125,A61,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,18,Slight
431886,430492,1,2125,A61,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,24,Slight
428045,432828,2,1135,B6154,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,54,Slight
428045,432828,2,1135,B6154,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,33,Slight
427321,433545,2,1554,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Female,7,Slight
427162,433671,2,1635,A647,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,27,Slight
435543,437937,2,800,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,50,Slight
435930,426611,2,1905,A642,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,63,Slight
435930,426611,2,1905,A642,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,36,Slight
435001,438404,2,1715,A58,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,42,Serious
430907,432290,2,1052,A61,Wet/Damp,Daylight: Street lights present,Other,Car,Driver or rider,Female,33,Slight
430907,432290,2,1052,A61,Wet/Damp,Daylight: Street lights present,Other,Car,Driver or rider,Female,33,Slight
430907,432290,2,1052,A61,Wet/Damp,Daylight: Street lights present,Other,Car,Vehicle or pillion passenger,Female,62,Slight
433036,432313,2,1301,A63,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,49,Slight
429976,445290,2,1602,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,31,Slight
431400,435026,1,830,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Male,9,Slight
424128,444012,2,917,A658,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,23,Slight
425485,432854,1,1122,A6110,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,18,Slight
427744,430806,2,1250,A6110,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,27,Slight
427744,430806,2,1250,A6110,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,1,Slight
427432,433572,2,1530,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Female,8,Slight
428709,433148,2,800,A58,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver or rider,Female,27,Slight
429025,428911,2,413,U,Wet/Damp,Darkness: Street lights present but unlit,Raining without high winds,Car,Driver or rider,Female,37,Slight
434381,430344,2,900,M1,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver or rider,Female,25,Slight
420602,441486,2,1130,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,15,Slight
442011,443713,1,2240,A1(M),Wet/Damp,Darkness: No street lighting,Raining without high winds,Car,Driver or rider,Male,63,Slight
421522,434974,4,2330,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Male,27,Slight
421522,434974,4,2330,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Female,23,Serious
430408,431861,3,932,A653,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Driver or rider,Male,58,Slight
430422,433463,2,1716,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Male,40,Slight
431968,427779,2,1230,M1,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,33,Slight
434261,436922,2,1315,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Vehicle or pillion passenger,Male,33,Slight
438154,430954,1,1530,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under0,Pedestrian,Female,5,Slight
430114,431740,2,1952,A653,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,36,Slight
429430,438688,1,2114,A6120,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,26,Slight
426693,433083,2,2130,B6154,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Male,19,Slight
430831,433291,2,530,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle over 500cc,Driver or rider,Female,27,Serious
428489,434455,2,816,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,26,Slight
431263,433817,3,1329,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,23,Slight
431263,433817,3,1329,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,21,Serious
431263,433817,3,1329,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,60,Slight
430377,433527,1,1430,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Pedestrian,Male,63,Slight
430609,431994,2,1445,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,42,Slight
430609,431994,2,1445,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,3,Slight
432581,433811,2,1546,A64,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,54,Slight
427863,433666,2,816,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Female,26,Slight
430071,433838,2,855,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Female,25,Slight
431140,434298,2,1610,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,23,Slight
426980,440797,1,400,A660,Wet/Damp,Darkness: No street lighting,Fine without high winds,Car,Driver or rider,Male,26,Serious
429560,433812,2,1221,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Female,24,Slight
429494,432902,1,1025,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Pedestrian,Male,45,Slight
432675,436914,2,1921,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,21,Slight
432675,436914,2,1921,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,20,Slight
417476,443064,1,1950,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Male,11,Slight
430349,433049,2,759,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,33,Slight
428558,436885,2,1651,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Female,40,Serious
426799,438017,2,2050,A660,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver or rider,Female,33,Serious
429241,438604,2,2213,A6120,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver or rider,Male,39,Serious
421302,441457,1,100,U,Wet/Damp,Darkness: No street lighting,Fine without high winds,Car,Vehicle or pillion passenger,Female,17,Slight
428408,428713,1,300,A653,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Male,23,Slight
431965,435832,2,445,B6159,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Driver or rider,Male,53,Slight
431965,435832,2,445,B6159,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Vehicle or pillion passenger,Female,24,Slight
425551,436386,2,1425,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,50,Serious
428606,432761,1,2215,A643,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Male,58,Serious
429870,432147,2,1145,M621,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,51,Slight
424414,438930,3,14,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,37,Slight
430419,433789,1,1635,U,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Pedestrian,Male,27,Slight
428120,426664,2,1853,A653,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,22,Slight
428120,426664,2,1853,A653,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycleCar,Driver or rider,Male,45,Slight
428120,426664,2,1853,A653,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycleCar,Vehicle or pillion passenger,Male,17,Slight
442618,428003,2,2352,A656,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Male,22,Slight
445311,431696,2,600,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,62,Slight
429759,433580,1,815,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Male,46,Slight
428304,434441,1,2209,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Male,32,Slight
428710,434107,2,1445,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,41,Slight
428710,434107,2,1445,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,18,Slight
428710,434107,2,1445,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,18,Slight
427517,438585,3,1756,A6120,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,61,Slight
427517,438585,3,1756,A6120,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,35,Slight
430142,432826,2,1000,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,32,Slight
425068,437862,4,1716,A6120,Wet/Damp,Darkness: Street lighting unknown,Raining without high winds,Pedal cycleCar,Driver or rider,Male,29,Slight
424152,435960,2,1837,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,59,Slight
424152,435960,2,1837,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,82,Slight
425945,426763,2,1945,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,6,Slight
425945,426763,2,1945,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,21,Slight
429087,431242,2,2030,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,25,Slight
426468,433263,1,1158,U,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cyclePedal cycle,Pedestrian,Male,2,Slight
434651,428420,1,1230,U,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Pedestrian,Female,84,Serious
428575,427738,2,1800,A653,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle 12Motorcycle over 500cccc to Motorcycle over 500cc00cc,Driver or rider,Male,27,Slight
428608,432727,1,102,A643,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Female,23,Slight
434305,437050,2,1034,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,53,Slight
439541,432441,2,1752,A63,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle over 500cc,Driver or rider,Female,50,Slight
419642,444994,2,1625,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,1,Slight
430244,433251,1,341,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Female,19,Slight
426856,438044,2,1900,A6120,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,41,Slight
430252,433236,1,303,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Pedestrian,Male,50,Slight
430571,433454,2,1300,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,32,Serious
425509,432143,1,825,U,Dry,Daylight: Street lights present,Raining without high winds,Taxi/Private hire car,Vehicle or pillion passenger,Female,27,Slight
436717,433829,2,1520,A63,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,35,Slight
431393,435452,2,1754,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car0,Driver or rider,Male,23,Slight
426699,431761,2,1700,A58,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,46,Slight
428198,435026,2,1130,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,31,Slight
423930,434315,2,2018,U,Wet/Damp,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,29,Slight
423221,434317,1,630,A647,Wet/Damp,Darkness: Street lighting unknown,Raining without high winds,Car,Driver or rider,Female,27,Slight
423221,434317,1,630,A647,Wet/Damp,Darkness: Street lighting unknown,Raining without high winds,Car,Vehicle or pillion passenger,Female,19,Serious
430248,433238,1,815,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Female,10,Serious
431023,433090,2,935,A61,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycleCar,Driver or rider,Male,29,Slight
431595,430533,1,1555,M621,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Driver or rider,Male,25,Slight
428094,434688,2,1730,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,23,Slight
433852,434047,2,1905,B6159,Dry,Darkness: Street lighting unknown,Fine without high winds,Car0,Driver or rider,Female,13,Slight
424144,428168,2,2000,A62,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,39,Slight
424144,428168,2,2000,A62,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,16,Slight
424144,428168,2,2000,A62,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,17,Slight
428819,440198,2,2100,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,31,Slight
425794,435677,2,1405,B6157,Wet/Damp,Daylight: Street lights present,Raining without high winds,Motorcycle over 500cc,Driver or rider,Male,57,Slight
430109,432144,1,630,A653,Wet/Damp,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,49,Slight
433050,436539,2,1110,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,26,Slight
433050,436539,2,1110,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Driver or rider,Male,45,Slight
433050,436539,2,1110,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Vehicle or pillion passenger,Male,45,Slight
432057,435966,2,1230,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,41,Slight
428345,431276,1,1336,A643,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Male,74,Serious
420169,445565,2,1415,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,21,Serious
433898,436532,2,1605,A58,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,9,Serious
422687,437852,2,1646,A65,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,36,Slight
428789,432861,2,1734,A58,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,26,Slight
428789,432861,2,1734,A58,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,38,Slight
425743,426849,2,1820,A650,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,24,Slight
425743,426849,2,1820,A650,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,26,Serious
425743,426849,2,1820,A650,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,36,Slight
432513,427318,2,1912,A61,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,47,Slight
420853,437015,2,1733,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,51,Slight
437673,444884,2,750,A58,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Female,47,Slight
429391,434940,2,830,A660,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,30,Serious
426262,428407,2,900,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,21,Slight
441768,434615,2,1310,M1,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and underPedal cycle,Driver or rider,Male,61,Serious
432350,433709,2,1445,A64,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,52,Slight
421293,434064,2,1625,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,30,Slight
421293,434064,2,1625,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,34,Slight
435890,437441,2,1846,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,31,Slight
437549,433226,1,539,A6120,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,24,Slight
428439,431638,4,726,M621,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycleCar,Driver or rider,Male,47,Slight
428439,431638,4,726,M621,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,38,Slight
437529,433231,2,955,A6120,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,39,Slight
428860,433348,3,1015,A58(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,31,Slight
424849,434636,2,1030,A657,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,56,Slight
436188,434844,2,1040,A6120,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,83,Slight
436188,434844,2,1040,A6120,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,75,Slight
422241,433354,2,1250,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,86,Slight
428978,429875,3,1530,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Female,41,Slight
430020,435531,3,1855,U,Wet/Damp,Darkness: Street lighting unknown,Raining without high winds,Car,Driver or rider,Female,35,Slight
430020,435531,3,1855,U,Wet/Damp,Darkness: Street lighting unknown,Raining without high winds,Car,Driver or rider,Male,36,Slight
430020,435531,3,1855,U,Wet/Damp,Darkness: Street lighting unknown,Raining without high winds,Car,Driver or rider,Female,57,Slight
430558,431423,3,1420,M621,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,23,Slight
427550,436910,1,1523,A660,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,3,Slight
429273,438616,2,1718,A6120,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,31,Slight
445089,435123,3,1500,A659,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,60,Slight
439312,432386,2,1515,A642,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,57,Slight
422097,441758,2,1623,A658,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle 12Motorcycle over 500cccc to Motorcycle over 500cc00cc,Driver or rider,Male,50,Slight
427279,433073,2,2340,B6154,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Male,27,Slight
431285,433436,2,2000,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,28,Serious
430949,433978,3,1700,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,30,Serious
433183,434013,2,1720,A64,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,21,Slight
429908,426419,2,2145,M62,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Male,20,Slight
429908,426419,2,2145,M62,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and underPedal cycle,Vehicle or pillion passenger,Male,49,Slight
427987,436066,1,1210,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Pedestrian,Male,46,Slight
417963,442819,2,1600,A65,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Female,51,Serious
430955,435788,2,1700,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,38,Serious
429795,433736,2,800,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,50,Serious
418309,441352,2,1505,A6038,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,18,Slight
432304,435380,1,1724,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle 12Motorcycle over 500cccc to Motorcycle over 500cc00cc,Pedestrian,Male,7,Slight
427418,434619,3,1715,A65,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,23,Serious
423189,434664,2,1835,B6157,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,8,Slight
425132,433877,2,1840,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Female,39,Slight
430300,425103,2,1220,A650,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,24,Slight
428958,429816,2,1330,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,38,Slight
428958,429816,2,1330,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,6,Slight
426513,433224,2,1900,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,55,Serious
428452,429063,2,1032,A653,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,35,Slight
428450,429062,2,1058,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,47,Slight
434255,437023,2,1446,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,34,Slight
428912,433683,2,1600,U,Dry,Daylight: Street lights present,Other,Motorcycle over 500cc,Driver or rider,Male,44,Slight
432417,426200,2,1040,M62,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,83,Slight
443630,436582,2,1136,A1(M),Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,57,Slight
432031,432727,2,1358,U,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Pedestrian,Male,12,Slight
420463,434022,2,2300,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Male,22,Serious
422565,427881,1,1134,A650,Dry,Daylight: Street lights present,Fine with high winds,Car,Driver or rider,Male,68,Slight
430735,435884,1,1345,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,36,Slight
430735,435884,1,1345,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,13,Slight
430735,435884,1,1345,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,12,Slight
430735,435884,1,1345,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,12,Slight
431435,431610,2,1428,A639,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,30,Slight
431435,431610,2,1428,A639,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,40,Slight
430756,433176,2,1745,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,25,Slight
428932,426429,3,1520,M62,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and underPedal cycle,Driver or rider,Male,43,Slight
429847,430695,2,1900,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,37,Slight
429375,433759,1,2304,A58(M),Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver or rider,Female,19,Serious
423904,427895,1,1700,A62,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Female,18,Slight
439977,442840,1,1615,U,Dry,Daylight: Street lights present,Fine without high winds,Car0,Pedestrian,Male,30,Slight
437561,432780,2,1245,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,71,Slight
428776,430891,3,1750,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,5,Slight
433163,433876,2,905,U,Wet/Damp,Daylight: Street lights present,Raining with high winds,Car,Driver or rider,Male,59,Slight
429728,438846,1,936,A6120,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,79,Slight
430527,434060,1,1515,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Male,30,Slight
431455,435824,1,1722,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Male,32,Serious
422663,434941,3,1707,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,45,Slight
429929,433406,1,1700,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under0,Pedestrian,Male,31,Serious
429263,431317,2,2030,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,23,Serious
429544,439284,2,900,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,57,Slight
442642,442325,4,1609,A1(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,23,Slight
435897,436369,2,1729,A64,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,26,Serious
440761,445696,2,1853,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,77,Slight
429961,436597,2,1000,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,39,Slight
431755,434600,2,930,U,Dry,Daylight: Street lights present,Fine without high winds,Car7,Driver or rider,Male,40,Slight
425968,436677,2,645,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,40,Slight
426204,427585,2,1346,B6128,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,45,Slight
430710,439130,1,1402,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Female,93,Slight
442379,442639,3,1437,A1(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,27,Slight
