GREasting,GRNorthing,NumberofVehicles,Time,1st_Road,Road_Surface,LightingConditions,WeatherConditions,TypeofVehicle,CasualtyClass,Sex,Age,Severity
432491,434874,2,658,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,21,Serious
417632,441398,2,720,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,33,Slight
417632,441398,2,720,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,32,Slight
422235,433356,1,1221,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Male,66,Slight
429787,427582,1,1246,U,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Female,19,Serious
429796,438126,1,1551,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Female,15,Slight
431052,437866,2,1626,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,28,Slight
431052,437866,2,1626,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,58,Slight
428497,437147,1,1815,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Male,50,Slight
428550,434981,2,1835,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Driver or rider,Male,22,Slight
428455,431349,2,1146,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,54,Slight
428455,431349,2,1146,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,83,Slight
423649,434879,2,1255,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,28,Slight
420944,434447,2,1340,A647,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,25,Slight
420944,434447,2,1340,A647,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,25,Slight
420944,434447,2,1340,A647,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,29,Slight
443110,433207,2,1836,A656,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,25,Slight
443110,433207,2,1836,A656,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,27,Slight
443110,433207,2,1836,A656,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,44,Slight
432498,434027,2,815,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,16,Slight
425138,434370,2,1030,A647,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver or rider,Male,33,Slight
427115,434815,1,1435,A65,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycleCar,Pedestrian,Female,32,Slight
431762,435552,1,1900,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Male,44,Slight
425225,435780,1,1910,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Male,44,Slight
422182,428745,2,820,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,39,Slight
428864,433371,1,1110,A58,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,2,Slight
436158,431159,2,2045,M1,Wet/Damp,Darkness: No street lighting,Raining without high winds,Car,Driver or rider,Female,36,Slight
436158,431159,2,2045,M1,Wet/Damp,Darkness: No street lighting,Raining without high winds,Car,Vehicle or pillion passenger,Male,32,Slight
430376,433530,1,910,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,23,Slight
428957,435464,1,1405,A660,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Male,21,Slight
424758,438418,2,826,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,20,Serious
427158,433521,1,1130,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Female,48,Slight
430485,433853,2,2015,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver or rider,Male,31,Slight
430485,433853,2,2015,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Vehicle or pillion passenger,Male,9,Slight
430485,433853,2,2015,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Vehicle or pillion passenger,Male,7,Slight
429600,433965,1,1312,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Pedestrian,Female,64,Slight
423441,429921,2,1515,A58,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,73,Slight
430985,433454,1,945,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,80,Slight
433116,434029,2,1715,B6159,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Female,45,Slight
427909,434081,2,2055,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Female,35,Slight
427909,434081,2,2055,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Female,42,Slight
429189,431919,2,817,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,44,Slight
429372,433759,2,1410,A58,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Vehicle or pillion passenger,Male,37,Slight
431360,435256,1,1700,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Female,7,Slight
420712,440962,2,1038,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,23,Slight
431229,434811,2,2207,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Male,57,Slight
431229,434811,2,2207,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Female,22,Slight
433310,426326,2,853,B6135,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,34,Slight
433310,426326,2,853,B6135,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,42,Slight
433341,425886,2,1535,M62,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,31,Slight
419137,444527,4,1738,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,20,Fatal
435722,436924,2,2015,A6120,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Male,15,Serious
431510,425103,2,2030,M1,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Female,24,Serious
431510,425103,2,2030,M1,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Male,42,Slight
427426,431237,2,1334,A62,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,36,Slight
427426,431237,2,1334,A62,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,33,Slight
424128,428173,2,1400,A62,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,46,Serious
427182,435265,2,1327,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,67,Slight
426291,433335,2,1440,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,4,Slight
428445,434362,2,1442,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,37,Slight
430306,433081,2,1453,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,56,Serious
427958,436095,1,2322,A660,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Female,45,Slight
430839,428405,2,1330,U,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycle,Driver or rider,Male,32,Slight
430876,432299,2,1715,A61,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,26,Slight
433561,429707,2,2115,M1,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Male,30,Slight
429311,436087,1,735,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Female,18,Slight
425015,433156,2,815,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,38,Slight
428650,435650,2,905,A660,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Female,40,Slight
431819,433225,1,916,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Female,73,Slight
427850,434406,2,1145,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,69,Slight
431215,433707,1,1740,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Male,6,Slight
442910,430929,2,714,A656,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and underPedal cycle,Driver or rider,Male,42,Slight
433853,435844,1,1015,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,89,Slight
426230,433076,2,800,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,51,Slight
425190,438930,3,1900,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Female,31,Slight
431311,433679,1,1950,A64,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Male,27,Slight
430001,428088,2,1610,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,36,Slight
429712,437762,2,820,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,40,Slight
428321,429560,1,1815,A653,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Male,16,Serious
427933,435714,2,1745,U,Wet/Damp,Darkness: Street lighting unknown,Raining with high winds,Pedal cycle,Driver or rider,Male,21,Slight
428594,434562,2,2300,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Male,48,Slight
423842,434259,2,37,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,36,Slight
420500,433957,2,1440,B6154,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,39,Slight
421497,434608,2,1210,B6156,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,44,Slight
428716,433218,2,1350,A58,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,30,Slight
419486,445015,2,1640,A660,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,46,Slight
428492,431580,2,1815,A643,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver or rider,Male,43,Slight
431896,434915,2,1930,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Male,27,Slight
421103,434543,2,1825,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,20,Slight
430869,433352,1,2245,A61,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Male,21,Slight
424817,425559,2,1000,B6123,Wet/Damp,Daylight: Street lights present,Other,Car,Vehicle or pillion passenger,Female,29,Slight
436005,428266,2,1240,A642,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,27,Slight
426370,428469,1,1355,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Female,43,Slight
431164,435810,3,1946,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,31,Slight
431164,435810,3,1946,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,19,Slight
430032,432530,2,1230,A653,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,36,Slight
430901,435528,2,845,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,33,Serious
431766,435529,2,850,A58,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver or rider,Male,23,Slight
423625,443388,1,900,U,Frost/Ice,Daylight: Street lights present,Raining without high winds,Car,Driver or rider,Female,30,Slight
432712,436886,3,755,U,Wet/Damp,Daylight: Street lights present,Snowing with high winds,Pedal cycle,Driver or rider,Male,10,Slight
441756,427852,2,955,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under,Driver or rider,Male,16,Slight
421931,432530,2,1645,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,27,Slight
432513,438027,3,1652,U,Dry,Daylight: Street lights present,Fine with high winds,Car,Driver or rider,Female,54,Slight
439215,432248,2,1650,A642,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,26,Slight
430538,433299,1,1935,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Male,16,Serious
429610,433964,1,1830,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under,Pedestrian,Male,26,Slight
436043,435761,2,1115,A6120,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver or rider,Female,28,Slight
433631,425850,1,1130,M62,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver or rider,Male,27,Slight
433167,435237,2,1322,U,Wet/Damp,Daylight: Street lights present,Raining with high winds,Car,Vehicle or pillion passenger,Female,39,Slight
430062,433712,1,1345,U,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Female,35,Slight
429861,433786,1,1500,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,64,Slight
428576,434227,1,1634,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,22,Slight
428576,434227,1,1634,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,22,Slight
428963,435464,1,1910,A660,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Female,23,Slight
430891,436425,2,1918,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Vehicle or pillion passenger,Male,47,Slight
430891,436425,2,1918,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Vehicle or pillion passenger,Female,12,Slight
430891,436425,2,1918,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Vehicle or pillion passenger,Female,9,Slight
424901,443470,2,820,A660,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,52,Slight
415907,442017,2,1235,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,21,Slight
415907,442017,2,1235,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,90,Slight
415907,442017,2,1235,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,84,Slight
438247,432793,2,1716,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,75,Serious
432274,427085,2,1755,M1,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,31,Slight
438275,436494,2,900,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,24,Slight
428464,426302,2,830,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,12,Slight
435596,433611,1,1200,B6159,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Female,17,Serious
428093,434585,2,1420,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,19,Slight
435674,434784,3,1635,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,30,Slight
424186,438895,2,1815,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,21,Slight
424186,438895,2,1815,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,20,Slight
424186,438895,2,1815,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,19,Slight
430087,431254,4,403,A58,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Female,19,Slight
439849,432404,1,1230,A63,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Male,89,Slight
431093,433558,2,1200,A653,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,26,Serious
425729,428089,1,1230,A643,Dry,Daylight: Street lights present,Other,Car,Vehicle or pillion passenger,Female,12,Serious
425729,428089,1,1230,A643,Dry,Daylight: Street lights present,Other,Car,Vehicle or pillion passenger,Female,10,Serious
434447,433684,2,1251,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,9,Slight
434447,433684,2,1251,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,8,Slight
420828,439684,2,1320,B6152,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,71,Slight
420828,439684,2,1320,B6152,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,77,Slight
429377,434952,1,1514,A660,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Pedestrian,Male,27,Slight
428758,432733,2,1940,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under,Driver or rider,Male,53,Slight
432851,434336,1,2040,B6129,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Male,9,Slight
442249,449085,2,1245,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,42,Slight
434484,429208,2,635,A639,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,59,Serious
429960,436591,3,730,A61,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cyclePedal cycle,Driver or rider,Male,23,Slight
428505,433061,2,750,B6154,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,24,Slight
430892,434833,6,1030,A58,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,18,Slight
430892,434833,6,1030,A58,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,17,Slight
425604,434252,2,1258,A647,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,29,Slight
425604,434252,2,1258,A647,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,32,Slight
424255,435382,2,800,A657,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,14,Slight
434904,437720,3,708,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,21,Slight
426852,436030,1,1000,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Female,35,Slight
425242,436499,2,1700,A65,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Male,51,Slight
432407,434830,1,1500,B6159,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,1,Slight
430980,432090,2,540,A639,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Male,29,Slight
425924,432244,3,1124,A6110,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver or rider,Female,20,Slight
429059,433651,1,1455,A58(M),Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Female,52,Serious
430008,434185,1,1522,U,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycleCar,Pedestrian,Male,19,Slight
425846,434389,2,1543,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,31,Slight
431361,435244,2,1625,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,24,Slight
437302,429504,2,1640,U,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycleCar,Driver or rider,Male,35,Slight
427641,431075,2,1716,A6110,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Female,20,Slight
427641,431075,2,1716,A6110,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Female,26,Slight
425822,438089,2,1730,A6120,Wet/Damp,Darkness: Street lighting unknown,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,20,Slight
428834,425826,2,1032,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,46,Slight
425279,435052,5,1440,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Driver or rider,Male,35,Slight
428829,429770,3,1549,A653,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,9,Slight
441987,445622,1,1620,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Male,4,Slight
427661,427927,2,30,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Female,33,Slight
431079,431373,2,1130,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,21,Slight
419983,440944,2,1237,A65,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,39,Slight
433184,434016,2,1550,A64,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,11,Slight
430950,433396,2,1600,A653,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,20,Slight
431817,434938,1,1930,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Male,4,Slight
429514,431134,2,1200,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,58,Slight
428580,427719,1,1559,A653,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,51,Slight
428580,427719,1,1559,A653,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,60,Slight
429633,430910,1,1812,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under0,Pedestrian,Female,5,Slight
418841,442074,1,945,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under,Driver or rider,Male,17,Slight
426311,433090,1,1733,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Male,31,Serious
430619,431832,2,1853,A61,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,27,Slight
430619,431832,2,1853,A61,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Female,23,Slight
430619,431832,2,1853,A61,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,20,Slight
433965,433102,2,1919,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,17,Slight
421847,432953,2,1025,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,76,Slight
429137,433091,2,1610,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,22,Slight
429160,438586,2,1525,A6120,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,44,Slight
429780,433662,1,2350,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Female,44,Serious
425821,437991,1,535,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Male,18,Serious
428215,435783,1,740,A660,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,19,Slight
427093,430496,3,830,M621,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,53,Slight
427093,430496,3,830,M621,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,36,Slight
427093,430496,3,830,M621,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,41,Slight
428715,433212,3,1100,A58,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,23,Slight
433168,435237,2,1830,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Female,58,Slight
426280,435587,2,1200,B6157,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Vehicle or pillion passenger,Female,25,Slight
420536,440261,2,1330,A65,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,22,Slight
428528,431542,2,1751,A643,Dry,Darkness: Street lighting unknown,Fine without high winds,Motorcycle over 500cc,Driver or rider,Male,29,Slight
435769,425922,2,1750,M62,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Male,51,Slight
429475,433658,1,1755,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Male,45,Slight
443328,438846,4,1010,A1(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,71,Slight
443328,438846,4,1010,A1(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Male,38,Slight
436337,428343,3,1050,A642,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,53,Slight
436337,428343,3,1050,A642,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,25,Slight
443325,435482,2,1145,B1217,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,36,Serious
426793,438031,2,1035,A6120,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,9,Slight
430045,431015,2,1120,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,6,Slight
434202,436976,6,1320,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,70,Slight
434202,436976,6,1320,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,38,Slight
434202,436976,6,1320,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Female,51,Slight
430435,434369,2,1403,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Male,26,Slight
431171,433693,1,1300,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Female,35,Slight
430894,438025,1,1600,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Male,9,Serious
429768,430612,2,1700,A653,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Male,18,Slight
429768,430612,2,1700,A653,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Female,18,Slight
426855,438037,2,2145,A6120,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Male,56,Slight
420828,439687,1,2253,A65,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Female,45,Slight
424993,432898,2,2325,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Female,19,Slight
431440,432720,2,905,A63,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Female,38,Slight
431440,432720,2,905,A63,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Male,57,Slight
